date,model_rank,code,name,model_score,oc_return_pct,candidate_id,fold_period,top_k,executed
2025-07-16,1,7043,アルー,0.11287405863109937,0.6493506493506551,L4_price_control,2025-07,1,True
2025-07-23,1,7808,シー・エス・ランバー,0.0908704159064515,0.4366812227074135,L4_price_control,2025-07,1,True
2025-07-24,1,7808,シー・エス・ランバー,0.11178745467973486,1.655629139072845,L4_price_control,2025-07,1,True
2025-07-25,1,7634,星医療酸器,0.12330374052053149,0.439560439560438,L4_price_control,2025-07,1,True
2025-07-28,1,7634,星医療酸器,0.12258448826711996,0.0,L4_price_control,2025-07,1,True
2025-07-29,1,9259,タカヨシホールディングス,0.1190973741297219,0.0,L4_price_control,2025-07,1,True
2025-07-30,1,7043,アルー,0.11666033591232153,2.130325814536338,L4_price_control,2025-07,1,True
2025-07-31,1,9259,タカヨシホールディングス,0.113395789508202,0.14265335235377208,L4_price_control,2025-07,1,True
2024-06-03,1,3800,ユニリタ,0.1091749400069424,1.0116337885685445,L4_price_control,2024-06,2,True
2024-06-03,2,8209,フレンドリー,0.1049016102203035,-0.7633587786259555,L4_price_control,2024-06,2,True
2024-06-04,1,5803,フジクラ,0.12292929171973203,-1.6260162601625994,L4_price_control,2024-06,2,True
2024-06-04,2,3800,ユニリタ,0.11384640031608541,0.1502253380070151,L4_price_control,2024-06,2,True
2024-06-05,1,3800,ユニリタ,0.12419112305728273,0.4026170105686955,L4_price_control,2024-06,2,True
2024-06-05,2,3907,シリコンスタジオ,0.10247902762996428,1.0091743119265972,L4_price_control,2024-06,2,True
2024-06-06,1,8708,アイザワ証券グループ,0.12671337696637255,0.9037745879851178,L4_price_control,2024-06,2,True
2024-06-06,2,7167,めぶきフィナンシャルグループ,0.12517257534699439,-0.5564924114671133,L4_price_control,2024-06,2,True
2024-06-07,1,3800,ユニリタ,0.1296352381237166,1.5259409969481164,L4_price_control,2024-06,2,True
2024-06-07,2,7167,めぶきフィナンシャルグループ,0.11407955335505311,0.661353230456152,L4_price_control,2024-06,2,True
2024-06-10,1,7167,めぶきフィナンシャルグループ,0.11384887997294392,1.2520868113522488,L4_price_control,2024-06,2,True
2024-06-10,2,3151,バイタルケーエスケー・ホールディングス,0.10940961898038609,0.31007751937983663,L4_price_control,2024-06,2,True
2024-06-11,1,6151,日東⼯器,0.1230864718431249,0.7562277580071219,L4_price_control,2024-06,2,True
2024-06-11,2,3800,ユニリタ,0.11808536457117674,0.7099391480730244,L4_price_control,2024-06,2,True
2024-06-12,1,6151,日東⼯器,0.13085281171405622,0.4880212954747165,L4_price_control,2024-06,2,True
2024-06-12,2,3800,ユニリタ,0.11197988562124812,0.15105740181269312,L4_price_control,2024-06,2,True
2024-06-13,1,6151,日東⼯器,0.1342283225041329,1.2894619831036014,L4_price_control,2024-06,2,True
2024-06-13,2,3800,ユニリタ,0.1211972845554782,0.5053057099545288,L4_price_control,2024-06,2,True
2024-06-14,1,8139,ナガホリ,0.1353191144933019,-0.14064697609000865,L4_price_control,2024-06,2,True
2024-06-14,2,6151,日東⼯器,0.1164433162551289,5.291240551356169,L4_price_control,2024-06,2,True
2024-06-18,1,8242,エイチ・ツー・オー リテイリング,0.11144286707696865,-0.21758050478677404,L4_price_control,2024-06,2,True
2024-06-18,2,9913,日邦産業,0.11141924454367813,-2.0993343573988743,L4_price_control,2024-06,2,True
2024-06-19,1,8139,ナガホリ,0.12296189541388292,1.5850144092218965,L4_price_control,2024-06,2,True
2024-06-19,2,9913,日邦産業,0.11788150132673632,0.6295907660021083,L4_price_control,2024-06,2,True
2024-06-20,1,7043,アルー,0.12194037649909317,1.7834394904458595,L4_price_control,2024-06,2,True
2024-06-20,2,8139,ナガホリ,0.12009526795439167,1.36887608069165,L4_price_control,2024-06,2,True
2024-06-21,1,8139,ナガホリ,0.13923794802632156,2.007168458781372,L4_price_control,2024-06,2,True
2024-06-21,2,4762,エックスネット,0.13076241178838785,0.605245460659054,L4_price_control,2024-06,2,True
2024-06-24,1,7043,アルー,0.12877292158814269,2.5542784163473886,L4_price_control,2024-06,2,True
2024-06-24,2,8139,ナガホリ,0.11298989655816584,0.35335689045936647,L4_price_control,2024-06,2,True
2024-06-25,1,8139,ナガホリ,0.1443430160067362,-0.42253521126760507,L4_price_control,2024-06,2,True
2024-06-25,2,4762,エックスネット,0.12890322209951965,-0.8689839572192493,L4_price_control,2024-06,2,True
2024-06-26,1,8139,ナガホリ,0.14756477701653667,-0.4249291784702569,L4_price_control,2024-06,2,True
2024-06-26,2,7490,日新商事,0.13813417859476182,0.77605321507761,L4_price_control,2024-06,2,True
2024-06-27,1,8139,ナガホリ,0.141780004827837,0.2844950213371167,L4_price_control,2024-06,2,True
2024-06-27,2,7490,日新商事,0.141044107181623,,L4_price_control,2024-06,2,False
2024-06-28,1,7043,アルー,0.16118827906118535,-0.4950495049504955,L4_price_control,2024-06,2,True
2024-06-28,2,8139,ナガホリ,0.13321304758475414,1.7253774263120025,L4_price_control,2024-06,2,True
2024-07-01,1,7043,アルー,0.15502255455270897,0.49999999999998934,L4_price_control,2024-07,2,True
2024-07-01,2,8139,ナガホリ,0.12202197409636413,2.382671480144394,L4_price_control,2024-07,2,True
2024-07-02,1,7043,アルー,0.14939253417499956,-0.49813200498132204,L4_price_control,2024-07,2,True
2024-07-02,2,8139,ナガホリ,0.1086650748408302,-0.5641748942172065,L4_price_control,2024-07,2,True
2024-07-03,1,7043,アルー,0.14334097135899718,1.643489254108732,L4_price_control,2024-07,2,True
2024-07-03,2,6151,日東⼯器,0.12743527931326976,-4.340497260851239,L4_price_control,2024-07,2,True
2024-07-04,1,6151,日東⼯器,0.1265164875836732,-0.9683098591549255,L4_price_control,2024-07,2,True
2024-07-04,2,7043,アルー,0.11133840003013713,0.0,L4_price_control,2024-07,2,True
2024-07-05,1,7043,アルー,0.12391620668831108,7.800511508951402,L4_price_control,2024-07,2,True
2024-07-05,2,2480,システム・ロケーション,0.10912505739604823,1.8436578171091345,L4_price_control,2024-07,2,True
2024-07-08,1,6151,日東⼯器,0.1027265410586094,-3.8224956063268922,L4_price_control,2024-07,2,True
2024-07-08,2,3302,帝国繊維,0.09445148612213618,-3.299293008641002,L4_price_control,2024-07,2,True
2024-07-09,1,6151,日東⼯器,0.1074989522083075,0.22841480127913094,L4_price_control,2024-07,2,True
2024-07-09,2,8139,ナガホリ,0.09640243549372153,1.9607843137254832,L4_price_control,2024-07,2,True
2024-07-10,1,1866,北野建設,0.09878706496679607,-0.4070556309362261,L4_price_control,2024-07,2,True
2024-07-10,2,4491,コンピューターマネージメント,0.09195561914972186,1.4251781472684133,L4_price_control,2024-07,2,True
2024-07-11,1,9070,トナミホールディングス,0.09608797849839505,0.1686340640809414,L4_price_control,2024-07,2,True
2024-07-11,2,3986,ビーブレイクシステムズ,0.09510239811338837,0.4310344827586299,L4_price_control,2024-07,2,True
2024-07-12,1,4344,ソースネクスト,0.10972991409137475,9.478672985782,L4_price_control,2024-07,2,True
2024-07-12,2,3991,ウォンテッドリー,0.09941057344401512,2.132352941176463,L4_price_control,2024-07,2,True
2024-07-16,1,1866,北野建設,0.09805239324998875,-0.4132231404958664,L4_price_control,2024-07,2,True
2024-07-16,2,8938,グローム・ホールディングス,0.09795734579510182,3.2727272727272716,L4_price_control,2024-07,2,True
2024-07-17,1,7807,幸和製作所,0.13234245514006338,-2.4207011686143587,L4_price_control,2024-07,2,True
2024-07-17,2,3892,岡山製紙,0.11777336540975675,0.06756756756756133,L4_price_control,2024-07,2,True
2024-07-18,1,6870,日本フェンオール,0.10232066822798865,0.2875215641173101,L4_price_control,2024-07,2,True
2024-07-18,2,7043,アルー,0.10153104622749536,2.261904761904754,L4_price_control,2024-07,2,True
2024-07-19,1,7590,タカショー,0.1004673848283486,0.18552875695732052,L4_price_control,2024-07,2,True
2024-07-19,2,6727,ワコム,0.09969959881151289,0.881612090680095,L4_price_control,2024-07,2,True
2024-07-22,1,7043,アルー,0.1344079827147582,4.422604422604426,L4_price_control,2024-07,2,True
2024-07-22,2,4362,日本精化,0.10003821317604268,-2.630643441166014,L4_price_control,2024-07,2,True
2024-07-23,1,6707,サンケン電気,0.10068311097550318,-1.3733333333333375,L4_price_control,2024-07,2,True
2024-07-23,2,4362,日本精化,0.10051602190234638,-1.7090909090909046,L4_price_control,2024-07,2,True
2024-07-24,1,6762,ＴＤＫ,0.10680049615667293,-0.14691478942213676,L4_price_control,2024-07,2,True
