feature_set,portfolio_top_k,date,code,name,model_rank,model_score,label,oc_return_pct,outcome_observed,source_complete,universe_source_complete,universe_source_date,tdnet_any,tdnet_positive,tdnet_negative
baseline_price_shape,1,2024-06-27,6151,日東⼯器,1,0.572334177385363,1.0,0.5872483221476488,True,True,True,2024-06-26,0.0,0.0,0.0
baseline_price_shape,1,2024-06-28,7874,レック,1,0.5583864772169537,0.0,-3.1720856463124503,True,True,True,2024-06-27,0.0,0.0,0.0
baseline_price_shape,1,2024-07-01,7874,レック,1,0.5755108033542201,0.0,-2.025931928687197,True,True,True,2024-06-28,0.0,0.0,0.0
baseline_price_shape,1,2024-07-02,4664,アール・エス・シー,1,0.5932398176280587,0.0,-0.6980802792321161,True,True,True,2024-07-01,0.0,0.0,0.0
baseline_price_shape,1,2024-07-03,6151,日東⼯器,1,0.5949358970982496,0.0,-4.340497260851239,True,True,True,2024-07-02,0.0,0.0,0.0
baseline_price_shape,1,2024-07-04,6151,日東⼯器,1,0.5988365567211325,0.0,-0.9683098591549255,True,True,True,2024-07-03,0.0,0.0,0.0
baseline_price_shape,1,2024-08-02,2296,伊藤ハム米久ホールディングス,1,0.5780326804104975,0.0,-1.8844221105527637,True,True,True,2024-08-01,1.0,0.0,0.0
baseline_price_shape,1,2024-08-05,6930,日本アンテナ,1,0.5877989939311916,0.0,-7.152875175315565,True,True,True,2024-08-02,0.0,0.0,0.0
baseline_price_shape,1,2024-08-06,7035,ａｎｄ ｆａｃｔｏｒｙ,1,0.6645290072856768,0.0,-7.8767123287671215,True,True,True,2024-08-05,0.0,0.0,0.0
baseline_price_shape,1,2024-08-07,4814,ネクストウェア,1,0.5988711553480096,1.0,4.8387096774193505,True,True,True,2024-08-06,0.0,0.0,0.0
baseline_price_shape,1,2024-08-08,4762,エックスネット,1,0.5790144860131106,1.0,4.502541757443712,True,True,True,2024-08-07,0.0,0.0,0.0
baseline_price_shape,1,2024-08-09,4921,ファンケル,1,0.563278401061266,0.0,-0.10727695333452303,True,True,True,2024-08-08,0.0,0.0,0.0
baseline_price_shape,1,2024-08-13,7990,グローブライド,1,0.5740139056949866,0.0,-0.5115089514066473,True,True,True,2024-08-09,0.0,0.0,0.0
baseline_price_shape,1,2024-08-14,4921,ファンケル,1,0.554567539121841,0.0,-0.10721944245889459,True,True,True,2024-08-13,0.0,0.0,0.0
baseline_price_shape,1,2024-08-15,4921,ファンケル,1,0.5590952344979888,0.0,0.0,True,True,True,2024-08-14,0.0,0.0,0.0
baseline_price_shape,1,2024-08-16,8282,ケーズホールディングス,1,0.5565607146246786,1.0,0.5566470203012486,True,True,True,2024-08-15,0.0,0.0,0.0
baseline_price_shape,1,2024-08-19,4921,ファンケル,1,0.5474058278142326,0.0,-0.05362888809438138,True,True,True,2024-08-16,0.0,0.0,0.0
baseline_price_shape,1,2024-08-20,4005,住友化学,1,0.553946732701274,0.0,-0.3074739829706741,True,True,True,2024-08-19,0.0,0.0,0.0
baseline_price_shape,1,2024-08-21,4005,住友化学,1,0.5501294063870505,0.0,-1.6826923076923128,True,True,True,2024-08-20,0.0,0.0,0.0
baseline_price_shape,1,2024-08-22,3974,ＳＣＡＴ,1,0.5585967310447812,1.0,0.46511627906977715,True,True,True,2024-08-21,0.0,0.0,0.0
baseline_price_shape,1,2024-08-23,2923,サトウ食品,1,0.5537275778169337,1.0,4.438642297650142,True,True,True,2024-08-22,0.0,0.0,0.0
baseline_price_shape,1,2024-08-26,3673,ブロードリーフ,1,0.548625099707444,1.0,1.4409221902017322,True,True,True,2024-08-23,0.0,0.0,0.0
baseline_price_shape,1,2024-08-27,4005,住友化学,1,0.5623914530430912,1.0,1.8269230769230926,True,True,True,2024-08-26,0.0,0.0,0.0
baseline_price_shape,1,2024-08-28,2923,サトウ食品,1,0.5529242786943921,0.0,-3.562340966921118,True,True,True,2024-08-27,0.0,0.0,0.0
baseline_price_shape,1,2024-08-29,2736,フェスタリアホールディングス,1,0.5551396056866925,0.0,-0.7027406886858767,True,True,True,2024-08-28,0.0,0.0,0.0
baseline_price_shape,1,2024-08-30,3077,ホリイフードサービス,1,0.5564165025474489,0.0,-0.2801120448179262,True,True,True,2024-08-29,0.0,0.0,0.0
baseline_price_shape,2,2024-06-03,6458,新晃⼯業,1,0.5590841273280706,0.0,-3.6250000000000004,True,True,True,2024-05-31,0.0,0.0,0.0
baseline_price_shape,2,2024-06-03,9824,泉州電業,2,0.5554902713636108,1.0,1.2658227848101333,True,True,True,2024-05-31,0.0,0.0,0.0
baseline_price_shape,2,2024-06-04,5803,フジクラ,1,0.5750240441549381,0.0,-1.6260162601625994,True,True,True,2024-06-03,0.0,0.0,0.0
