date,policy_id,hypothesis_id,capacity,slot,code,name,posterior_score_pct,oc_return_pct,label
2024-10-15,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,2334,イオレ,0.8119120821745452,-0.3039513677811523,0.0
2024-10-16,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,9913,日邦産業,0.6189056321609931,0.8780487804878057,1.0
2024-10-17,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4413,ボードルア,0.6242506089148584,-4.61538461538461,0.0
2024-10-18,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3103,ユニチカ,0.9103860533308812,0.32679738562091387,1.0
2024-10-21,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4884,クリングルファーマ,0.593342741225016,3.159173754556499,1.0
2024-10-22,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,9337,トリドリ,0.9649104758598747,-4.711673699015472,0.0
2024-10-23,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,9913,日邦産業,0.6189056321609931,2.426006792819013,1.0
2024-10-24,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3623,ビリングシステム,0.7364715225445039,0.38402457757296116,1.0
2024-10-25,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3103,ユニチカ,0.9103860533308812,-1.388888888888884,0.0
2024-10-28,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4884,クリングルファーマ,0.593342741225016,8.781127129750988,1.0
2024-10-29,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,9337,トリドリ,0.9649104758598747,2.0953757225433467,1.0
2024-10-30,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,9913,日邦産業,0.6189056321609931,3.34645669291338,1.0
2024-10-31,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3623,ビリングシステム,0.7364715225445039,-1.111934766493694,0.0
2024-11-01,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3103,ユニチカ,0.7657533453375901,-0.6872852233676952,0.0
2024-11-05,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4051,ＧＭＯフィナンシャルゲート,0.7855018359436009,-1.8205461638491571,0.0
2024-11-06,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,9913,日邦産業,0.701313768268685,-1.9065776930409895,0.0
2024-11-07,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3623,ビリングシステム,0.644439327878706,1.5498154981549828,1.0
2024-11-08,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3103,ユニチカ,0.7657533453375901,-17.567567567567565,0.0
2024-11-11,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4884,クリングルファーマ,0.781364711536143,1.3664596273291973,1.0
2024-11-12,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4051,ＧＭＯフィナンシャルゲート,0.7855018359436009,-1.0389610389610393,0.0
2024-11-13,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,9913,日邦産業,0.701313768268685,-2.097235462345093,0.0
2024-11-14,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3623,ビリングシステム,0.644439327878706,-2.4130589070262554,0.0
2024-11-15,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3205,ダイドーリミテッド,0.690639978614569,0.7117437722419906,1.0
2024-11-18,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4490,ビザスク,0.8181239147442423,1.7676767676767735,1.0
2024-11-19,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,7083,ＡＨＣグループ,0.7418069777754145,0.36900369003689537,1.0
2024-11-20,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,9913,日邦産業,0.701313768268685,0.9051929490233368,1.0
2024-11-21,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3623,ビリングシステム,0.644439327878706,1.3370865587614356,1.0
2024-11-22,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3205,ダイドーリミテッド,0.690639978614569,4.431137724550904,1.0
2024-11-25,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4490,ビザスク,0.8181239147442423,1.5846538782318564,1.0
2024-11-26,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,137A,Ｃｏｃｏｌｉｖｅ,0.7165532510058368,-0.09090909090908594,0.0
2024-11-27,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,9913,日邦産業,0.701313768268685,-1.3750592697961084,0.0
2024-11-28,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3623,ビリングシステム,0.644439327878706,3.988803358992299,1.0
2024-11-29,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3103,ユニチカ,0.7657533453375901,-12.217194570135748,0.0
2024-12-02,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4490,ビザスク,0.8175784614537577,1.2499999999999956,1.0
2024-12-03,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4819,デジタルガレージ,0.7807844490708162,1.5810276679841806,1.0
2024-12-04,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,7886,ヤマト モビリティ ＆ Ｍｆｇ．,0.5966609707497795,-2.2797927461139844,0.0
2024-12-05,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3623,ビリングシステム,0.6829623619594404,0.3107520198881275,1.0
2024-12-06,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3692,ＦＦＲＩセキュリティ,0.7918748336615651,-2.294557097118466,0.0
2024-12-09,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4490,ビザスク,0.8175784614537577,6.770833333333326,1.0
2024-12-10,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4819,デジタルガレージ,0.7807844490708162,-1.4435695538057791,0.0
2024-12-11,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,7886,ヤマト モビリティ ＆ Ｍｆｇ．,0.5966609707497795,0.3239740820734305,1.0
2024-12-12,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3623,ビリングシステム,0.6829623619594404,0.19672131147541183,1.0
2024-12-13,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3692,ＦＦＲＩセキュリティ,0.7918748336615651,0.6417112299465177,1.0
