date,model_rank,code,name,model_score,oc_return_pct,tail_condition_count,tail_flag__range_expansion,tail_flag__close_volatility_expansion,tail_flag__deep_60d_relative_loser,tail_flag__frequent_flat_session,tail_flag__large_positive_overnight,session_range_ratio_5_20,cc_vol_ratio_5_20,xrank_close_momentum_60,flat_oc_rate_20,overnight_last,display_source
2024-07-19,2,3760,ケイブ,0.536045048469173,-0.2380952380952372,3,True,True,True,False,False,2.187947,1.9210281,-0.9461857,0.0,0.8320726172466042,v06_error_discovery
2024-07-22,1,8617,光世証券,0.5612857134593139,1.923076923076916,3,True,True,True,False,False,1.6921564,1.8815049,-0.9686205,0.0,1.631321370309946,v06_error_discovery
2024-07-22,2,7807,幸和製作所,0.5449405006899556,1.935483870967736,2,True,False,True,False,False,1.7657518,1.512153,-0.87921846,0.0,-0.434027777777779,v06_error_discovery
2024-07-23,1,6048,デザインワン・ジャパン,0.554267250548121,-2.0689655172413834,3,True,True,False,True,False,1.902588,1.9021622,0.5048802,0.2,-1.2121212121212088,v06_error_discovery
2024-07-23,2,3793,ドリコム,0.5453195559496419,0.6410256410256387,1,False,False,True,False,False,1.2855275,1.6535072,-0.99231,0.0,-1.5691868758915817,v06_error_discovery
2024-07-24,1,7256,河⻄⼯業,0.5547566866252478,-4.147465437788023,3,True,False,False,True,True,1.503411,1.3419667,-0.59680283,0.1,22.815533980582515,v06_error_discovery
2024-07-24,2,6324,ハーモニック・ドライブ・システムズ,0.5342621039164568,-2.1077283372365363,1,False,False,False,False,True,1.0306154,0.99636686,0.51924217,0.05,3.75146541617819,v06_error_discovery
2024-07-25,1,6707,サンケン電気,0.5519522279029735,-7.9125,3,True,True,False,False,True,1.5101508,1.9957601,0.8322504,0.0,20.278491280248744,v06_error_discovery
2024-07-25,2,157A,グリーンモンスター,0.5432876276171617,-2.0386266094420624,1,False,False,False,False,True,1.3172047,0.7082289,-0.44300058,0.05,7.614213197969533,v06_error_discovery
2024-07-26,1,4588,オンコリスバイオファーマ,0.5586035384631413,0.0,3,True,False,True,False,True,1.50438,0.85737187,-0.86442673,0.0,10.416666666666675,v06_error_discovery
2024-07-26,2,9812,テーオーホールディングス,0.5393279549744183,-6.020942408376961,1,False,False,False,True,False,1.3993901,1.6420426,0.648099,0.15,0.0,v06_error_discovery
2024-07-29,1,2108,日本甜菜製糖,0.5436124110861744,-0.153668843641952,0,False,False,False,False,False,1.2606941,1.3577725,0.9246961,0.0,-0.2842928216062579,v06_error_discovery
2024-07-29,2,4373,シンプレクス・ホールディングス,0.5412406894719971,-2.5652565256525706,3,True,True,True,False,False,1.5021446,1.8286266,-0.7438482,0.0,-7.677543186180424,v06_error_discovery
2024-07-30,1,7043,アルー,0.5358006852723509,2.4242424242424176,0,False,False,False,False,False,0.8140248,0.623872,-0.5421615,0.05,0.0,v06_error_discovery
