stage,candidate_id,date,model_rank,code,name,model_score,label,oc_return_pct,outcome_observed,source_complete,universe_source_complete
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-09-30,2,6045,レントラックス,0.5557582248130207,0.0,-0.9803921568627416,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-01,1,3962,チェンジホールディングス,0.5656789004544394,1.0,3.571428571428581,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-01,2,5247,ＢＴＭ,0.5607746923092825,1.0,0.7293354943273878,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-02,1,5578,ＡＲアドバンストテクノロジ,0.5699683806200329,0.0,-1.1895321173671647,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-02,2,9331,キャスター,0.5556386537745711,1.0,0.7619047619047636,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-03,1,5247,ＢＴＭ,0.562366719204908,1.0,1.9920318725099584,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-03,2,3083,シーズメン,0.5615864457943124,0.0,-3.5278154681139706,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-04,1,9246,プロジェクトホールディングス,0.5705505893419744,1.0,0.39024390243902474,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-04,2,5575,Ｇｌｏｂｅｅ,0.5658272244445011,0.0,-2.329916123019571,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-07,1,5575,Ｇｌｏｂｅｅ,0.5646710692666782,1.0,0.37383177570093906,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-07,2,7477,ムラキ,0.555878992767864,1.0,3.4804753820034007,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-08,1,9236,ジャパンＭ＆Ａソリューション,0.5757163330508518,0.0,-4.80863591756624,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-08,2,9246,プロジェクトホールディングス,0.5656027510934583,0.0,-0.9891196834816984,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-09,1,9236,ジャパンＭ＆Ａソリューション,0.5920761057452528,1.0,3.292181069958855,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-09,2,9246,プロジェクトホールディングス,0.563831306946111,0.0,-1.1916583912611745,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-10,1,9236,ジャパンＭ＆Ａソリューション,0.5718494500577551,0.0,0.0,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-10,2,9246,プロジェクトホールディングス,0.5559401169159832,0.0,-0.20100502512563345,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-11,1,9236,ジャパンＭ＆Ａソリューション,0.5802686942518683,1.0,3.125,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-11,2,7061,日本ホスピスホールディングス,0.5547576961534995,0.0,-0.1387925052047212,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-15,1,9236,ジャパンＭ＆Ａソリューション,0.5680708083485205,0.0,-1.7804154302670572,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-15,2,9601,松竹,0.5670496749747805,1.0,0.9304812834224574,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-16,1,9236,ジャパンＭ＆Ａソリューション,0.5774745499166632,1.0,1.2084592145015005,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-16,2,5577,アイデミー,0.5582642439242422,0.0,-3.2105760151085905,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-17,1,5577,アイデミー,0.5629943489432674,0.0,-1.4591439688715901,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-17,2,4429,リックソフト,0.5599373875928708,0.0,-7.692307692307687,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-18,1,4429,リックソフト,0.5817680677390721,0.0,-2.2346368715083775,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-18,2,3738,ティーガイア,0.5595612472027855,0.0,0.0,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-21,1,4014,カラダノート,0.5793653022839295,1.0,3.106796116504862,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-21,2,1711,ＳＤＳホールディングス,0.5634613584568369,1.0,5.703422053231932,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-22,1,7356,Ｒｅｔｔｙ,0.5565216951359113,0.0,-0.6622516556291425,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-22,2,3738,ティーガイア,0.5550919433405768,1.0,0.07499062617173369,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-23,1,6558,クックビズ,0.5652882912722199,0.0,-1.88866799204771,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-23,2,4176,ココナラ,0.5637558306978687,0.0,-2.6022304832713727,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-24,1,4060,ｒａｋｕｍｏ,0.5655124218473391,1.0,2.3227383863080764,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-24,2,4176,ココナラ,0.5613178191953198,1.0,3.076923076923066,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-25,1,4361,川口化学⼯業,0.5512940773909298,0.0,-0.6269592476489061,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-25,2,4884,クリングルファーマ,0.5511931888889966,1.0,0.9079118028534339,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-28,1,6558,クックビズ,0.5645776114934011,1.0,1.2108980827447047,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-28,2,4811,ドリーム・アーツ,0.5597546936921515,1.0,6.919396393080612,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-29,1,9246,プロジェクトホールディングス,0.5565503773314274,1.0,1.3667425968109326,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-29,2,8871,ゴールドクレスト,0.5537372844038562,0.0,-0.658978583196046,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-30,1,4612,日本ペイントホールディングス,0.5723104121448246,0.0,-0.7569386038687953,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-30,2,4598,Ｄｅｌｔａ−Ｆｌｙ Ｐｈａｒｍａ,0.5571632192404764,1.0,5.162523900573612,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-31,1,3529,アツギ,0.5617998705765598,1.0,9.394313967861567,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-10-31,2,7376,ＢＣＣ,0.5554696531303817,0.0,0.0,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-01,1,5939,大⾕⼯業,0.5499493648767882,0.0,-3.5769828926905167,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-01,2,7376,ＢＣＣ,0.5469587282620829,1.0,5.665722379603388,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-05,1,5449,大阪製鐵,0.5567248979855385,1.0,1.4778325123152802,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-05,2,5939,大⾕⼯業,0.5464969465873831,0.0,-1.253918495297801,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-06,1,9270,バリュエンスホールディングス,0.5786836706376524,0.0,-0.13966480446927498,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-06,2,4968,荒川化学⼯業,0.5638194907054246,1.0,0.16835016835017313,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-07,1,9270,バリュエンスホールディングス,0.5755963949753614,0.0,-0.14025245441795509,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-07,2,1407,ウエストホールディングス,0.5574383530841399,0.0,-1.2380952380952381,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-08,1,9270,バリュエンスホールディングス,0.5654188760956789,0.0,-0.5641748942172065,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-08,2,4480,メドレー,0.558167725077948,1.0,4.667609618104662,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-11,1,3103,ユニチカ,0.5893158338288899,1.0,2.0325203252032464,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-11,2,9270,バリュエンスホールディングス,0.5661120733470533,0.0,-1.7021276595744705,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-12,1,7083,ＡＨＣグループ,0.5709960818169003,1.0,2.187028657616885,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-12,2,9270,バリュエンスホールディングス,0.5676422702170578,1.0,0.1443001443001357,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-13,1,9270,バリュエンスホールディングス,0.5662932768309731,1.0,5.660377358490565,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-13,2,4634,ａｒｔｉｅｎｃｅ,0.5557114248644216,1.0,0.4893964110929794,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-14,1,7083,ＡＨＣグループ,0.5640227929747698,0.0,-1.743745261561791,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-14,2,6407,ＣＫＤ,0.5550984152998176,1.0,0.08006405124099114,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-15,1,7837,アールシーコア,0.5796707667156299,0.0,-2.0000000000000018,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-15,2,7815,東京ボード⼯業,0.56726342883254,1.0,1.8394648829431537,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-18,1,4346,ＮＥＸＹＺ．Ｇｒｏｕｐ,0.5971277076096173,1.0,1.4598540145985384,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-18,2,7839,ＳＨＯＥＩ,0.5712530874029731,1.0,4.977145759268664,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-19,1,6656,インスペック,0.5776141469574676,0.0,-1.883830455259028,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-19,2,4324,電通グループ,0.559549085497675,0.0,-1.6811279826464243,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-20,1,4346,ＮＥＸＹＺ．Ｇｒｏｕｐ,0.565438979226679,1.0,1.573676680972813,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-20,2,6656,インスペック,0.564964579287826,0.0,-7.667731629392971,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-21,1,7366,ＬＩＴＡＬＩＣＯ,0.5718911893500545,1.0,1.4099783080260275,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-21,2,8938,グローム・ホールディングス,0.5636788520981227,1.0,1.7287234042553168,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-22,1,8938,グローム・ホールディングス,0.5516309131577602,1.0,1.182654402102501,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-22,2,4091,日本酸素ホールディングス,0.5513319478221108,1.0,0.23255813953488857,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-25,1,6190,フェニックスバイオ,0.5613869485323562,0.0,-0.27472527472527375,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-25,2,4091,日本酸素ホールディングス,0.5485257142605144,1.0,0.136986301369868,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-26,1,7138,ＴＯＲＩＣＯ,0.5710382540981154,0.0,-2.4600246002460024,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-26,2,9331,キャスター,0.5610351910433509,0.0,-1.0570824524312905,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-27,1,7138,ＴＯＲＩＣＯ,0.5591739508381877,0.0,-1.387137452711218,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-27,2,7366,ＬＩＴＡＬＩＣＯ,0.5572952608849754,0.0,-0.9336099585062207,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-28,1,7859,アルメディオ,0.5687562284678204,1.0,2.8213166144200663,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-28,2,5621,ヒューマンテクノロジーズ,0.5588317817154792,1.0,0.3278688524590123,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-29,1,9696,ウィザス,0.5511228188483274,1.0,0.7030827474310497,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-11-29,2,5621,ヒューマンテクノロジーズ,0.5501864787372222,1.0,0.8130081300812941,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-02,1,9264,ポエック,0.5618975908924803,1.0,0.07112375533429027,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-02,2,6898,トミタ電機,0.5592380243548184,1.0,0.08783487044357052,True,True,True
