model_name,portfolio_top_k,date,code,name,model_rank,model_score,label,oc_return_pct,outcome_observed,source_complete,universe_source_complete,universe_source_date
current_logit,1,2024-09-02,4579,ラクオリア創薬,1,0.5904260186658372,0.0,-2.6856240126382325,True,True,True,2024-08-30
current_logit,1,2024-09-03,4369,トリケミカル研究所,1,0.6149353758713133,0.0,-3.584672435105063,True,True,True,2024-09-02
current_logit,1,2024-09-04,4889,レナサイエンス,1,0.5983833502155042,0.0,-3.385416666666663,True,True,True,2024-09-03
current_logit,1,2024-09-05,3974,ＳＣＡＴ,1,0.5662162221000739,1.0,0.22831050228311334,True,True,True,2024-09-04
current_logit,1,2024-09-06,6034,ＭＲＴ,1,0.586012764683975,1.0,4.643962848297223,True,True,True,2024-09-05
current_logit,1,2024-09-09,9232,パスコ,1,0.6113717005508106,0.0,0.0,True,True,True,2024-09-06
current_logit,1,2024-09-10,9307,杉村倉庫,1,0.5958901429647417,0.0,-1.1345218800648316,True,True,True,2024-09-09
current_logit,1,2024-09-11,4415,ブロードエンタープライズ,1,0.5873239013129834,0.0,-1.5277777777777724,True,True,True,2024-09-10
current_logit,1,2024-09-12,7646,ＰＬＡＮＴ,1,0.5808398056936993,0.0,-0.32679738562091387,True,True,True,2024-09-11
current_logit,1,2024-09-13,7110,クラシコム,1,0.5855328715177491,1.0,0.37707390648566985,True,True,True,2024-09-12
current_logit,1,2024-09-17,7095,Ｍａｃｂｅｅ Ｐｌａｎｅｔ,1,0.5837890912797014,0.0,-7.722132471728593,True,True,True,2024-09-13
current_logit,1,2024-09-18,9556,ＩＮＴＬＯＯＰ,1,0.6100030356383958,1.0,4.714912280701755,True,True,True,2024-09-17
current_logit,1,2024-09-19,1948,弘電社,1,0.5917181962983209,0.0,-2.140883977900554,True,True,True,2024-09-18
current_logit,1,2024-09-20,3153,八洲電機,1,0.5795909660609071,1.0,1.4983351831298508,True,True,True,2024-09-19
current_logit,1,2024-09-24,3461,パルマ,1,0.5940176103116014,1.0,3.439803439803435,True,True,True,2024-09-20
current_logit,1,2024-09-25,3696,セレス,1,0.6018327249423023,0.0,-4.073587385019706,True,True,True,2024-09-24
current_logit,1,2024-09-26,7878,光・彩,1,0.6053078933948978,0.0,-5.873015873015874,True,True,True,2024-09-25
current_logit,1,2024-09-27,3962,チェンジホールディングス,1,0.5725226662120304,1.0,0.15923566878981443,True,True,True,2024-09-26
current_logit,1,2024-09-30,3962,チェンジホールディングス,1,0.5744301789909423,0.0,-2.515723270440251,True,True,True,2024-09-27
current_logit,1,2024-10-01,3962,チェンジホールディングス,1,0.5946052057249197,1.0,3.571428571428581,True,True,True,2024-09-30
current_logit,1,2024-10-02,7061,日本ホスピスホールディングス,1,0.5640530798046568,1.0,0.26631158455392434,True,True,True,2024-10-01
current_logit,1,2024-10-03,9722,藤⽥観光,1,0.5617845691194744,0.0,-0.6857142857142895,True,True,True,2024-10-02
current_logit,1,2024-10-04,2980,ＳＲＥホールディングス,1,0.5692933497596095,1.0,0.8695652173912993,True,True,True,2024-10-03
current_logit,1,2024-10-07,7061,日本ホスピスホールディングス,1,0.5805506940327106,1.0,0.6662225183211135,True,True,True,2024-10-04
current_logit,1,2024-10-08,7061,日本ホスピスホールディングス,1,0.5691973946407696,0.0,-2.474916387959869,True,True,True,2024-10-07
current_logit,1,2024-10-09,7061,日本ホスピスホールディングス,1,0.5765755010986287,0.0,-0.20311442112389555,True,True,True,2024-10-08
current_logit,1,2024-10-10,1911,住友林業,1,0.5772433839701406,0.0,-0.8724100327153761,True,True,True,2024-10-09
current_logit,1,2024-10-11,7061,日本ホスピスホールディングス,1,0.590407339121973,0.0,-0.1387925052047212,True,True,True,2024-10-10
current_logit,1,2024-10-15,9601,松竹,1,0.5768826449678921,1.0,0.9304812834224574,True,True,True,2024-10-11
current_logit,1,2024-10-16,9024,⻄武ホールディングス,1,0.5740829486321601,0.0,-1.2481426448736954,True,True,True,2024-10-15
current_logit,1,2024-10-17,9024,⻄武ホールディングス,1,0.5715643061476432,1.0,1.2124886329190732,True,True,True,2024-10-16
current_logit,1,2024-10-18,4429,リックソフト,1,0.5810852248685058,0.0,-2.2346368715083775,True,True,True,2024-10-17
current_logit,1,2024-10-21,4014,カラダノート,1,0.6007350103698319,1.0,3.106796116504862,True,True,True,2024-10-18
current_logit,1,2024-10-22,2138,クルーズ,1,0.5605322714928049,0.0,-1.1437908496731986,True,True,True,2024-10-21
current_logit,1,2024-10-23,7061,日本ホスピスホールディングス,1,0.5772215737964482,0.0,-3.5739313244569026,True,True,True,2024-10-22
current_logit,1,2024-10-24,7061,日本ホスピスホールディングス,1,0.5818815020193477,0.0,-0.513950073421443,True,True,True,2024-10-23
current_logit,1,2024-10-25,7061,日本ホスピスホールディングス,1,0.569232185375938,0.0,-1.2583271650629113,True,True,True,2024-10-24
current_logit,1,2024-10-28,4811,ドリーム・アーツ,1,0.5689630191275933,1.0,6.919396393080612,True,True,True,2024-10-25
current_logit,1,2024-10-29,3663,セルシス,1,0.5584711548548776,1.0,3.5031847133758065,True,True,True,2024-10-28
current_logit,1,2024-10-30,4612,日本ペイントホールディングス,1,0.5897346529726515,0.0,-0.7569386038687953,True,True,True,2024-10-29
current_logit,1,2024-10-31,7278,エクセディ,1,0.5696125280499503,1.0,2.6731470230862753,True,True,True,2024-10-30
current_logit,2,2024-09-02,4579,ラクオリア創薬,1,0.5904260186658372,0.0,-2.6856240126382325,True,True,True,2024-08-30
current_logit,2,2024-09-02,3433,トーカロ,2,0.5868882290427044,0.0,-0.05393743257821049,True,True,True,2024-08-30
current_logit,2,2024-09-03,4369,トリケミカル研究所,1,0.6149353758713133,0.0,-3.584672435105063,True,True,True,2024-09-02
current_logit,2,2024-09-03,9238,バリュークリエーション,2,0.585057416034574,0.0,-0.19193857965451588,True,True,True,2024-09-02
current_logit,2,2024-09-04,4889,レナサイエンス,1,0.5983833502155042,0.0,-3.385416666666663,True,True,True,2024-09-03
current_logit,2,2024-09-04,1807,佐藤渡辺,2,0.5698062830797651,0.0,-2.19907407407407,True,True,True,2024-09-03
current_logit,2,2024-09-05,3974,ＳＣＡＴ,1,0.5662162221000739,1.0,0.22831050228311334,True,True,True,2024-09-04
current_logit,2,2024-09-05,7287,日本精機,2,0.5636457356720893,0.0,0.0,True,True,True,2024-09-04
current_logit,2,2024-09-06,6034,ＭＲＴ,1,0.586012764683975,1.0,4.643962848297223,True,True,True,2024-09-05
current_logit,2,2024-09-06,5247,ＢＴＭ,2,0.5701945569655915,1.0,0.5380476556495095,True,True,True,2024-09-05
current_logit,2,2024-09-09,9232,パスコ,1,0.6113717005508106,0.0,0.0,True,True,True,2024-09-06
current_logit,2,2024-09-09,4890,坪⽥ラボ,2,0.5934443493547482,1.0,1.4678899082568808,True,True,True,2024-09-06
current_logit,2,2024-09-10,9307,杉村倉庫,1,0.5958901429647417,0.0,-1.1345218800648316,True,True,True,2024-09-09
current_logit,2,2024-09-10,4268,エッジテクノロジー,2,0.5802987436690074,0.0,0.0,True,True,True,2024-09-09
current_logit,2,2024-09-11,4415,ブロードエンタープライズ,1,0.5873239013129834,0.0,-1.5277777777777724,True,True,True,2024-09-10
current_logit,2,2024-09-11,3180,ビューティガレージ,2,0.5782533578522671,1.0,2.6762402088772896,True,True,True,2024-09-10
current_logit,2,2024-09-12,7646,ＰＬＡＮＴ,1,0.5808398056936993,0.0,-0.32679738562091387,True,True,True,2024-09-11
current_logit,2,2024-09-12,3662,エイチーム,2,0.575280601568412,0.0,-0.31746031746031633,True,True,True,2024-09-11
current_logit,2,2024-09-13,7110,クラシコム,1,0.5855328715177491,1.0,0.37707390648566985,True,True,True,2024-09-12
current_logit,2,2024-09-13,6914,オプテックスグループ,2,0.5820369587200096,0.0,-1.276595744680853,True,True,True,2024-09-12
current_logit,2,2024-09-17,7095,Ｍａｃｂｅｅ Ｐｌａｎｅｔ,1,0.5837890912797014,0.0,-7.722132471728593,True,True,True,2024-09-13
current_logit,2,2024-09-17,3962,チェンジホールディングス,2,0.5817807076720543,0.0,-0.40650406504064707,True,True,True,2024-09-13
current_logit,2,2024-09-18,9556,ＩＮＴＬＯＯＰ,1,0.6100030356383958,1.0,4.714912280701755,True,True,True,2024-09-17
current_logit,2,2024-09-18,3653,モルフォ,2,0.6045786344759791,0.0,-5.727554179566563,True,True,True,2024-09-17
current_logit,2,2024-09-19,1948,弘電社,1,0.5917181962983209,0.0,-2.140883977900554,True,True,True,2024-09-18
current_logit,2,2024-09-19,3107,ダイワボウホールディングス,2,0.5811569010010005,1.0,0.07385524372229835,True,True,True,2024-09-18
current_logit,2,2024-09-20,3153,八洲電機,1,0.5795909660609071,1.0,1.4983351831298508,True,True,True,2024-09-19
current_logit,2,2024-09-20,3107,ダイワボウホールディングス,2,0.5766993584732687,0.0,-1.8118594436310365,True,True,True,2024-09-19
current_logit,2,2024-09-24,3461,パルマ,1,0.5940176103116014,1.0,3.439803439803435,True,True,True,2024-09-20
current_logit,2,2024-09-24,3962,チェンジホールディングス,2,0.5849954142896436,0.0,-4.984662576687116,True,True,True,2024-09-20
current_logit,2,2024-09-25,3696,セレス,1,0.6018327249423023,0.0,-4.073587385019706,True,True,True,2024-09-24
current_logit,2,2024-09-25,4512,わかもと製薬,2,0.5889567227319873,1.0,1.7667844522968101,True,True,True,2024-09-24
current_logit,2,2024-09-26,7878,光・彩,1,0.6053078933948978,0.0,-5.873015873015874,True,True,True,2024-09-25
current_logit,2,2024-09-26,9418,Ｕ−ＮＥＸＴ ＨＯＬＤＩＮＧＳ,2,0.5735870077478155,1.0,3.917910447761197,True,True,True,2024-09-25
current_logit,2,2024-09-27,3962,チェンジホールディングス,1,0.5725226662120304,1.0,0.15923566878981443,True,True,True,2024-09-26
current_logit,2,2024-09-27,3107,ダイワボウホールディングス,2,0.5656070907530438,1.0,0.6537102473498146,True,True,True,2024-09-26
current_logit,2,2024-09-30,3962,チェンジホールディングス,1,0.5744301789909423,0.0,-2.515723270440251,True,True,True,2024-09-27
current_logit,2,2024-09-30,3107,ダイワボウホールディングス,2,0.5664029874541537,1.0,0.7040948675189895,True,True,True,2024-09-27
