candidate_id,date,model_rank,code,name,label,oc_return_pct,ensemble_score
O02_equal_vote_control,2024-10-03,1,7815,東京ボード⼯業,1.0,0.9819967266775808,0.3214285714285714
O02_equal_vote_control,2024-10-03,2,3224,ゼネラル・オイスター,1.0,1.699346405228752,0.21428571428571427
O03_follow_leader_hl20,2024-10-03,1,7815,東京ボード⼯業,1.0,0.9819967266775808,
O03_follow_leader_hl20,2024-10-03,2,3804,システム ディ,0.0,-0.0712758374910915,
C00_daily_rank_ridge,2024-10-03,1,7815,東京ボード⼯業,1.0,0.9819967266775808,
C00_daily_rank_ridge,2024-10-03,2,3804,システム ディ,0.0,-0.0712758374910915,
O01_softmax_ewma_vote_hl20,2024-10-04,1,3726,フォーシーズＨＤ,0.0,-0.4158004158004158,0.46341203821676324
O01_softmax_ewma_vote_hl20,2024-10-04,2,2331,綜合警備保障,1.0,0.2936857562408246,0.13230871984503595
O02_equal_vote_control,2024-10-04,1,3726,フォーシーズＨＤ,0.0,-0.4158004158004158,0.24999999999999997
O02_equal_vote_control,2024-10-04,2,5575,Ｇｌｏｂｅｅ,0.0,-2.329916123019571,0.14285714285714285
O03_follow_leader_hl20,2024-10-04,1,3726,フォーシーズＨＤ,0.0,-0.4158004158004158,
O03_follow_leader_hl20,2024-10-04,2,2331,綜合警備保障,1.0,0.2936857562408246,
C00_daily_rank_ridge,2024-10-04,1,3726,フォーシーズＨＤ,0.0,-0.4158004158004158,
C00_daily_rank_ridge,2024-10-04,2,2331,綜合警備保障,1.0,0.2936857562408246,
O01_softmax_ewma_vote_hl20,2024-10-07,1,1925,大和ハウス⼯業,0.0,-0.1295896328293744,0.3982035398498418
O01_softmax_ewma_vote_hl20,2024-10-07,2,3954,昭和パックス,0.0,-1.473799126637554,0.20898243742633568
O02_equal_vote_control,2024-10-07,1,1925,大和ハウス⼯業,0.0,-0.1295896328293744,0.21428571428571427
O02_equal_vote_control,2024-10-07,2,3954,昭和パックス,0.0,-1.473799126637554,0.21428571428571427
O03_follow_leader_hl20,2024-10-07,1,1925,大和ハウス⼯業,0.0,-0.1295896328293744,
O03_follow_leader_hl20,2024-10-07,2,3712,情報企画,0.0,0.0,
C00_daily_rank_ridge,2024-10-07,1,1925,大和ハウス⼯業,0.0,-0.1295896328293744,
C00_daily_rank_ridge,2024-10-07,2,3712,情報企画,0.0,0.0,
O01_softmax_ewma_vote_hl20,2024-10-08,1,4361,川口化学⼯業,1.0,0.1285347043701756,0.3940641609358879
O01_softmax_ewma_vote_hl20,2024-10-08,2,2372,アイロムグループ,0.0,-0.0359841669665295,0.17729873635330226
O02_equal_vote_control,2024-10-08,1,4361,川口化学⼯業,1.0,0.1285347043701756,0.21428571428571427
O02_equal_vote_control,2024-10-08,2,2372,アイロムグループ,0.0,-0.0359841669665295,0.17857142857142855
O03_follow_leader_hl20,2024-10-08,1,4361,川口化学⼯業,1.0,0.1285347043701756,
O03_follow_leader_hl20,2024-10-08,2,2229,カルビー,1.0,0.5899705014749346,
C00_daily_rank_ridge,2024-10-08,1,4361,川口化学⼯業,1.0,0.1285347043701756,
C00_daily_rank_ridge,2024-10-08,2,2229,カルビー,1.0,0.5899705014749346,
O01_softmax_ewma_vote_hl20,2024-10-09,1,2334,イオレ,0.0,-0.3067484662576669,0.36872610680275253
O01_softmax_ewma_vote_hl20,2024-10-09,2,2229,カルビー,1.0,0.9381413075344458,0.33103729641348506
O02_equal_vote_control,2024-10-09,1,9236,ジャパンＭ＆Ａソリューション,1.0,3.292181069958855,0.2857142857142857
O02_equal_vote_control,2024-10-09,2,2334,イオレ,0.0,-0.3067484662576669,0.21428571428571427
O03_follow_leader_hl20,2024-10-09,1,2334,イオレ,0.0,-0.3067484662576669,
O03_follow_leader_hl20,2024-10-09,2,2229,カルビー,1.0,0.9381413075344458,
C00_daily_rank_ridge,2024-10-09,1,2229,カルビー,1.0,0.9381413075344458,
C00_daily_rank_ridge,2024-10-09,2,2334,イオレ,0.0,-0.3067484662576669,
O01_softmax_ewma_vote_hl20,2024-10-10,1,2334,イオレ,1.0,0.9230769230769154,0.4286665766120806
O01_softmax_ewma_vote_hl20,2024-10-10,2,8871,ゴールドクレスト,1.0,1.273885350318471,0.31155436543619563
O02_equal_vote_control,2024-10-10,1,9236,ジャパンＭ＆Ａソリューション,0.0,0.0,0.2857142857142857
O02_equal_vote_control,2024-10-10,2,2334,イオレ,1.0,0.9230769230769154,0.24999999999999997
O03_follow_leader_hl20,2024-10-10,1,2334,イオレ,1.0,0.9230769230769154,
O03_follow_leader_hl20,2024-10-10,2,8871,ゴールドクレスト,1.0,1.273885350318471,
C00_daily_rank_ridge,2024-10-10,1,2334,イオレ,1.0,0.9230769230769154,
C00_daily_rank_ridge,2024-10-10,2,8871,ゴールドクレスト,1.0,1.273885350318471,
O01_softmax_ewma_vote_hl20,2024-10-11,1,2334,イオレ,0.0,-0.1524390243902385,0.4052896769492452
O01_softmax_ewma_vote_hl20,2024-10-11,2,8267,イオン,1.0,1.8867924528301885,0.21367549134683636
O02_equal_vote_control,2024-10-11,1,9236,ジャパンＭ＆Ａソリューション,1.0,3.125,0.2857142857142857
O02_equal_vote_control,2024-10-11,2,2334,イオレ,0.0,-0.1524390243902385,0.21428571428571427
O03_follow_leader_hl20,2024-10-11,1,2334,イオレ,0.0,-0.1524390243902385,
O03_follow_leader_hl20,2024-10-11,2,8267,イオン,1.0,1.8867924528301885,
C00_daily_rank_ridge,2024-10-11,1,2334,イオレ,0.0,-0.1524390243902385,
C00_daily_rank_ridge,2024-10-11,2,8871,ゴールドクレスト,1.0,1.572327044025168,
O01_softmax_ewma_vote_hl20,2024-10-15,1,9601,松竹,1.0,0.9304812834224574,0.5526556364778485
O01_softmax_ewma_vote_hl20,2024-10-15,2,2334,イオレ,0.0,-0.3039513677811523,0.1498539688044394
O02_equal_vote_control,2024-10-15,1,9601,松竹,1.0,0.9304812834224574,0.3571428571428571
O02_equal_vote_control,2024-10-15,2,9236,ジャパンＭ＆Ａソリューション,0.0,-1.7804154302670572,0.21428571428571427
O03_follow_leader_hl20,2024-10-15,1,9601,松竹,1.0,0.9304812834224574,
O03_follow_leader_hl20,2024-10-15,2,2334,イオレ,0.0,-0.3039513677811523,
C00_daily_rank_ridge,2024-10-15,1,9601,松竹,1.0,0.9304812834224574,
C00_daily_rank_ridge,2024-10-15,2,2334,イオレ,0.0,-0.3039513677811523,
O01_softmax_ewma_vote_hl20,2024-10-16,1,8871,ゴールドクレスト,1.0,2.8037383177569986,0.5301196347485841
O01_softmax_ewma_vote_hl20,2024-10-16,2,8267,イオン,1.0,1.3246823465801638,0.2451319446769054
O02_equal_vote_control,2024-10-16,1,8871,ゴールドクレスト,1.0,2.8037383177569986,0.3214285714285714
O02_equal_vote_control,2024-10-16,2,4570,免疫生物研究所,0.0,-4.307116104868913,0.2857142857142857
O03_follow_leader_hl20,2024-10-16,1,8871,ゴールドクレスト,1.0,2.8037383177569986,
O03_follow_leader_hl20,2024-10-16,2,8267,イオン,1.0,1.3246823465801638,
C00_daily_rank_ridge,2024-10-16,1,8871,ゴールドクレスト,1.0,2.8037383177569986,
C00_daily_rank_ridge,2024-10-16,2,8267,イオン,1.0,1.3246823465801638,
O01_softmax_ewma_vote_hl20,2024-10-17,1,8025,ツカモトコーポレーション,0.0,-2.1015761821366,0.3221057078848679
O01_softmax_ewma_vote_hl20,2024-10-17,2,2911,旭松食品,0.0,0.0,0.19381345564696328
O02_equal_vote_control,2024-10-17,1,9264,ポエック,1.0,1.251489868891542,0.2857142857142857
O02_equal_vote_control,2024-10-17,2,2911,旭松食品,0.0,0.0,0.17857142857142855
O03_follow_leader_hl20,2024-10-17,1,8025,ツカモトコーポレーション,0.0,-2.1015761821366,
O03_follow_leader_hl20,2024-10-17,2,2687,シー・ヴイ・エス・ベイエリア,0.0,-0.1766784452296832,
C00_daily_rank_ridge,2024-10-17,1,8025,ツカモトコーポレーション,0.0,-2.1015761821366,
C00_daily_rank_ridge,2024-10-17,2,9143,ＳＧホールディングス,1.0,0.4330446369087193,
O01_softmax_ewma_vote_hl20,2024-10-18,1,3195,ジェネレーションパス,1.0,4.680851063829783,0.3055687449072264
O01_softmax_ewma_vote_hl20,2024-10-18,2,4172,東和ハイシステム,0.0,0.0,0.18989834182845458
O02_equal_vote_control,2024-10-18,1,4429,リックソフト,0.0,-2.234636871508377,0.2857142857142857
O02_equal_vote_control,2024-10-18,2,3195,ジェネレーションパス,1.0,4.680851063829783,0.14285714285714285
O03_follow_leader_hl20,2024-10-18,1,3195,ジェネレーションパス,1.0,4.680851063829783,
O03_follow_leader_hl20,2024-10-18,2,8267,イオン,0.0,-0.2968960863697689,
C00_daily_rank_ridge,2024-10-18,1,3195,ジェネレーションパス,1.0,4.680851063829783,
C00_daily_rank_ridge,2024-10-18,2,3490,アズ企画設計,0.0,-0.0899685110211434,
O01_softmax_ewma_vote_hl20,2024-10-21,1,6543,日宣,0.0,-0.6211180124223614,0.25971318986738245
O01_softmax_ewma_vote_hl20,2024-10-21,2,4014,カラダノート,1.0,3.106796116504862,0.17643730648146178
O02_equal_vote_control,2024-10-21,1,4014,カラダノート,1.0,3.106796116504862,0.3214285714285714
O02_equal_vote_control,2024-10-21,2,5449,大阪製鐵,0.0,-0.4504504504504458,0.14285714285714285
O03_follow_leader_hl20,2024-10-21,1,6543,日宣,0.0,-0.6211180124223614,
O03_follow_leader_hl20,2024-10-21,2,7043,アルー,0.0,-0.2659574468085068,
C00_daily_rank_ridge,2024-10-21,1,9064,ヤマトホールディングス,1.0,0.0615384615384684,
C00_daily_rank_ridge,2024-10-21,2,7043,アルー,0.0,-0.2659574468085068,
O01_softmax_ewma_vote_hl20,2024-10-22,1,7072,インティメート・マージャー,0.0,-0.8474576271186418,0.4734567647122395
O01_softmax_ewma_vote_hl20,2024-10-22,2,9347,日本管財ホールディングス,0.0,-1.95933456561922,0.3473753414975546
O02_equal_vote_control,2024-10-22,1,9347,日本管財ホールディングス,0.0,-1.95933456561922,0.2857142857142857
O02_equal_vote_control,2024-10-22,2,7072,インティメート・マージャー,0.0,-0.8474576271186418,0.25
O03_follow_leader_hl20,2024-10-22,1,7072,インティメート・マージャー,0.0,-0.8474576271186418,
O03_follow_leader_hl20,2024-10-22,2,9347,日本管財ホールディングス,0.0,-1.95933456561922,
C00_daily_rank_ridge,2024-10-22,1,7072,インティメート・マージャー,0.0,-0.8474576271186418,
C00_daily_rank_ridge,2024-10-22,2,9347,日本管財ホールディングス,0.0,-1.95933456561922,
O01_softmax_ewma_vote_hl20,2024-10-23,1,8871,ゴールドクレスト,0.0,-2.7156549520766737,0.6545186152782881
O01_softmax_ewma_vote_hl20,2024-10-23,2,2268,Ｂ−Ｒ サーティワン アイスクリーム,0.0,-0.7194244604316502,0.205092575999831
O02_equal_vote_control,2024-10-23,1,8871,ゴールドクレスト,0.0,-2.7156549520766737,0.4642857142857142
O02_equal_vote_control,2024-10-23,2,3738,ティーガイア,0.0,0.0,0.2857142857142857
O03_follow_leader_hl20,2024-10-23,1,8871,ゴールドクレスト,0.0,-2.7156549520766737,
O03_follow_leader_hl20,2024-10-23,2,2268,Ｂ−Ｒ サーティワン アイスクリーム,0.0,-0.7194244604316502,
C00_daily_rank_ridge,2024-10-23,1,8871,ゴールドクレスト,0.0,-2.7156549520766737,
C00_daily_rank_ridge,2024-10-23,2,2268,Ｂ−Ｒ サーティワン アイスクリーム,0.0,-0.7194244604316502,
O01_softmax_ewma_vote_hl20,2024-10-24,1,8871,ゴールドクレスト,1.0,0.8291873963515828,0.5563362236156061
O01_softmax_ewma_vote_hl20,2024-10-24,2,7369,メイホーホールディングス,0.0,0.0,0.29495747516479287
O02_equal_vote_control,2024-10-24,1,8871,ゴールドクレスト,1.0,0.8291873963515828,0.3928571428571428
O02_equal_vote_control,2024-10-24,2,7369,メイホーホールディングス,0.0,0.0,0.17857142857142855
O03_follow_leader_hl20,2024-10-24,1,8871,ゴールドクレスト,1.0,0.8291873963515828,
O03_follow_leader_hl20,2024-10-24,2,7369,メイホーホールディングス,0.0,0.0,
C00_daily_rank_ridge,2024-10-24,1,8871,ゴールドクレスト,1.0,0.8291873963515828,
C00_daily_rank_ridge,2024-10-24,2,7369,メイホーホールディングス,0.0,0.0,
O01_softmax_ewma_vote_hl20,2024-10-25,1,7815,東京ボード⼯業,1.0,1.1513157894736947,0.43643168078030026
O01_softmax_ewma_vote_hl20,2024-10-25,2,8871,ゴールドクレスト,1.0,0.6557377049180246,0.33848140907884794
O02_equal_vote_control,2024-10-25,1,3264,アスコット,0.0,-9.64912280701754,0.3571428571428571
O02_equal_vote_control,2024-10-25,2,8871,ゴールドクレスト,1.0,0.6557377049180246,0.25
O03_follow_leader_hl20,2024-10-25,1,7815,東京ボード⼯業,1.0,1.1513157894736947,
O03_follow_leader_hl20,2024-10-25,2,8871,ゴールドクレスト,1.0,0.6557377049180246,
C00_daily_rank_ridge,2024-10-25,1,7815,東京ボード⼯業,1.0,1.1513157894736947,
C00_daily_rank_ridge,2024-10-25,2,8871,ゴールドクレスト,1.0,0.6557377049180246,
O01_softmax_ewma_vote_hl20,2024-10-28,1,8871,ゴールドクレスト,0.0,-2.1035598705501646,0.5967504961807302
O01_softmax_ewma_vote_hl20,2024-10-28,2,7379,サーキュレーション,1.0,0.1628664495114007,0.2598708988470677
O02_equal_vote_control,2024-10-28,1,8871,ゴールドクレスト,0.0,-2.1035598705501646,0.3571428571428571
O02_equal_vote_control,2024-10-28,2,5759,日本電解,1.0,4.447852760736204,0.14285714285714285
O03_follow_leader_hl20,2024-10-28,1,8871,ゴールドクレスト,0.0,-2.1035598705501646,
O03_follow_leader_hl20,2024-10-28,2,7379,サーキュレーション,1.0,0.1628664495114007,
C00_daily_rank_ridge,2024-10-28,1,8871,ゴールドクレスト,0.0,-2.1035598705501646,
C00_daily_rank_ridge,2024-10-28,2,7379,サーキュレーション,1.0,0.1628664495114007,
O01_softmax_ewma_vote_hl20,2024-10-29,1,8871,ゴールドクレスト,0.0,-0.658978583196046,0.5587705414717559
O01_softmax_ewma_vote_hl20,2024-10-29,2,7815,東京ボード⼯業,1.0,1.342281879194629,0.26899658032512086
O02_equal_vote_control,2024-10-29,1,8871,ゴールドクレスト,0.0,-0.658978583196046,0.3928571428571428
O02_equal_vote_control,2024-10-29,2,5126,ポーターズ,,,0.17857142857142855
O03_follow_leader_hl20,2024-10-29,1,8871,ゴールドクレスト,0.0,-0.658978583196046,
O03_follow_leader_hl20,2024-10-29,2,7815,東京ボード⼯業,1.0,1.342281879194629,
C00_daily_rank_ridge,2024-10-29,1,8871,ゴールドクレスト,0.0,-0.658978583196046,
C00_daily_rank_ridge,2024-10-29,2,7815,東京ボード⼯業,1.0,1.342281879194629,
O01_softmax_ewma_vote_hl20,2024-10-30,1,7379,サーキュレーション,1.0,1.1513157894736947,0.47477556001391397
O01_softmax_ewma_vote_hl20,2024-10-30,2,4612,日本ペイントホールディングス,0.0,-0.7569386038687953,0.21136631305869436
O02_equal_vote_control,2024-10-30,1,4612,日本ペイントホールディングス,0.0,-0.7569386038687953,0.3571428571428571
O02_equal_vote_control,2024-10-30,2,7379,サーキュレーション,1.0,1.1513157894736947,0.2857142857142857
O03_follow_leader_hl20,2024-10-30,1,7379,サーキュレーション,1.0,1.1513157894736947,
O03_follow_leader_hl20,2024-10-30,2,8871,ゴールドクレスト,1.0,0.2673796791443861,
C00_daily_rank_ridge,2024-10-30,1,7379,サーキュレーション,1.0,1.1513157894736947,
C00_daily_rank_ridge,2024-10-30,2,8871,ゴールドクレスト,1.0,0.2673796791443861,
O01_softmax_ewma_vote_hl20,2024-10-31,1,7376,ＢＣＣ,0.0,0.0,0.5099422251899802
O01_softmax_ewma_vote_hl20,2024-10-31,2,3529,アツギ,1.0,9.394313967861567,0.3311790852882649
O02_equal_vote_control,2024-10-31,1,7376,ＢＣＣ,0.0,0.0,0.3571428571428571
O02_equal_vote_control,2024-10-31,2,3529,アツギ,1.0,9.394313967861567,0.3214285714285714
O03_follow_leader_hl20,2024-10-31,1,7376,ＢＣＣ,0.0,0.0,
O03_follow_leader_hl20,2024-10-31,2,3529,アツギ,1.0,9.394313967861567,
C00_daily_rank_ridge,2024-10-31,1,7376,ＢＣＣ,0.0,0.0,
C00_daily_rank_ridge,2024-10-31,2,3529,アツギ,1.0,9.394313967861567,
O01_softmax_ewma_vote_hl20,2024-11-01,1,9913,日邦産業,1.0,0.7228915662650603,0.6516003187943578
O01_softmax_ewma_vote_hl20,2024-11-01,2,9313,丸八倉庫,1.0,0.1197604790419193,0.13543388774169032
O02_equal_vote_control,2024-11-01,1,9913,日邦産業,1.0,0.7228915662650603,0.4642857142857142
O02_equal_vote_control,2024-11-01,2,3537,昭栄薬品,,,0.14285714285714285
O03_follow_leader_hl20,2024-11-01,1,9913,日邦産業,1.0,0.7228915662650603,
O03_follow_leader_hl20,2024-11-01,2,2653,イオン九州,1.0,0.6120367222033352,
C00_daily_rank_ridge,2024-11-01,1,9913,日邦産業,1.0,0.7228915662650603,
C00_daily_rank_ridge,2024-11-01,2,2653,イオン九州,1.0,0.6120367222033352,
O01_softmax_ewma_vote_hl20,2024-11-05,1,3537,昭栄薬品,0.0,-0.4511278195488688,0.41855023633497745
O01_softmax_ewma_vote_hl20,2024-11-05,2,9913,日邦産業,0.0,-0.0952380952380926,0.32385925206685284
O02_equal_vote_control,2024-11-05,1,3537,昭栄薬品,0.0,-0.4511278195488688,0.3928571428571428
O02_equal_vote_control,2024-11-05,2,7445,ライトオン,0.0,-1.4354066985645897,0.17857142857142855
O03_follow_leader_hl20,2024-11-05,1,3537,昭栄薬品,0.0,-0.4511278195488688,
O03_follow_leader_hl20,2024-11-05,2,9913,日邦産業,0.0,-0.0952380952380926,
C00_daily_rank_ridge,2024-11-05,1,3537,昭栄薬品,0.0,-0.4511278195488688,
C00_daily_rank_ridge,2024-11-05,2,9913,日邦産業,0.0,-0.0952380952380926,
O01_softmax_ewma_vote_hl20,2024-11-06,1,4840,トライアイズ,0.0,-1.0101010101010055,0.5653389517469544
O01_softmax_ewma_vote_hl20,2024-11-06,2,9270,バリュエンスホールディングス,0.0,-0.1396648044692749,0.21602827071462666
O02_equal_vote_control,2024-11-06,1,4840,トライアイズ,0.0,-1.0101010101010055,0.3571428571428571
O02_equal_vote_control,2024-11-06,2,9270,バリュエンスホールディングス,0.0,-0.1396648044692749,0.3571428571428571
O03_follow_leader_hl20,2024-11-06,1,4840,トライアイズ,0.0,-1.0101010101010055,
O03_follow_leader_hl20,2024-11-06,2,4073,ジィ・シィ企画,0.0,-0.4800000000000026,
C00_daily_rank_ridge,2024-11-06,1,4840,トライアイズ,0.0,-1.0101010101010055,
C00_daily_rank_ridge,2024-11-06,2,4073,ジィ・シィ企画,0.0,-0.4800000000000026,
O01_softmax_ewma_vote_hl20,2024-11-07,1,4840,トライアイズ,1.0,0.340136054421758,0.31247585747889384
O01_softmax_ewma_vote_hl20,2024-11-07,2,9244,デジタリフト,,,0.262698889249192
O02_equal_vote_control,2024-11-07,1,9270,バリュエンスホールディングス,0.0,-0.140252454417955,0.3571428571428571
O02_equal_vote_control,2024-11-07,2,4840,トライアイズ,1.0,0.340136054421758,0.21428571428571427
O03_follow_leader_hl20,2024-11-07,1,9244,デジタリフト,,,
O03_follow_leader_hl20,2024-11-07,2,4394,エクスモーション,0.0,-1.1842105263157876,
C00_daily_rank_ridge,2024-11-07,1,4840,トライアイズ,1.0,0.340136054421758,
C00_daily_rank_ridge,2024-11-07,2,9244,デジタリフト,,,
O01_softmax_ewma_vote_hl20,2024-11-08,1,4091,日本酸素ホールディングス,0.0,-0.9712750568299232,0.4057078374066816
O01_softmax_ewma_vote_hl20,2024-11-08,2,9270,バリュエンスホールディングス,0.0,-0.5641748942172065,0.22519634348743556
O02_equal_vote_control,2024-11-08,1,9270,バリュエンスホールディングス,0.0,-0.5641748942172065,0.3571428571428571
O02_equal_vote_control,2024-11-08,2,4091,日本酸素ホールディングス,0.0,-0.9712750568299232,0.24999999999999997
O03_follow_leader_hl20,2024-11-08,1,4091,日本酸素ホールディングス,0.0,-0.9712750568299232,
O03_follow_leader_hl20,2024-11-08,2,3800,ユニリタ,1.0,0.3097573567372169,
C00_daily_rank_ridge,2024-11-08,1,4091,日本酸素ホールディングス,0.0,-0.9712750568299232,
C00_daily_rank_ridge,2024-11-08,2,3800,ユニリタ,1.0,0.3097573567372169,
O01_softmax_ewma_vote_hl20,2024-11-11,1,4840,トライアイズ,1.0,3.4482758620689724,0.3035202665785289
O01_softmax_ewma_vote_hl20,2024-11-11,2,6141,ＤＭＧ森精機,1.0,0.4845322400298224,0.26186350249724727
O02_equal_vote_control,2024-11-11,1,9270,バリュエンスホールディングス,0.0,-1.7021276595744703,0.24999999999999997
O02_equal_vote_control,2024-11-11,2,4840,トライアイズ,1.0,3.4482758620689724,0.21428571428571427
O03_follow_leader_hl20,2024-11-11,1,6141,ＤＭＧ森精機,1.0,0.4845322400298224,
O03_follow_leader_hl20,2024-11-11,2,6810,マクセル,0.0,-1.0614525139664766,
C00_daily_rank_ridge,2024-11-11,1,4840,トライアイズ,1.0,3.4482758620689724,
C00_daily_rank_ridge,2024-11-11,2,6810,マクセル,0.0,-1.0614525139664766,
O01_softmax_ewma_vote_hl20,2024-11-12,1,5587,インバウンドプラットフォーム,1.0,1.3254786450662692,0.44339049660406615
O01_softmax_ewma_vote_hl20,2024-11-12,2,9270,バリュエンスホールディングス,1.0,0.1443001443001357,0.21395561134130747
O02_equal_vote_control,2024-11-12,1,9270,バリュエンスホールディングス,1.0,0.1443001443001357,0.3571428571428571
O02_equal_vote_control,2024-11-12,2,5587,インバウンドプラットフォーム,1.0,1.3254786450662692,0.2857142857142857
O03_follow_leader_hl20,2024-11-12,1,5587,インバウンドプラットフォーム,1.0,1.3254786450662692,
O03_follow_leader_hl20,2024-11-12,2,7083,ＡＨＣグループ,1.0,2.187028657616885,
C00_daily_rank_ridge,2024-11-12,1,5587,インバウンドプラットフォーム,1.0,1.3254786450662692,
C00_daily_rank_ridge,2024-11-12,2,7083,ＡＨＣグループ,1.0,2.187028657616885,
O01_softmax_ewma_vote_hl20,2024-11-13,1,4452,花王,0.0,-0.1889466225791225,0.34353528719003956
O01_softmax_ewma_vote_hl20,2024-11-13,2,4073,ジィ・シィ企画,0.0,-0.658978583196046,0.3007993198155665
O02_equal_vote_control,2024-11-13,1,9270,バリュエンスホールディングス,1.0,5.660377358490565,0.25
O02_equal_vote_control,2024-11-13,2,4073,ジィ・シィ企画,0.0,-0.658978583196046,0.21428571428571427
O03_follow_leader_hl20,2024-11-13,1,4073,ジィ・シィ企画,0.0,-0.658978583196046,
O03_follow_leader_hl20,2024-11-13,2,4452,花王,0.0,-0.1889466225791225,
C00_daily_rank_ridge,2024-11-13,1,4073,ジィ・シィ企画,0.0,-0.658978583196046,
C00_daily_rank_ridge,2024-11-13,2,4452,花王,0.0,-0.1889466225791225,
O01_softmax_ewma_vote_hl20,2024-11-14,1,7083,ＡＨＣグループ,0.0,-1.743745261561791,0.29303858846897907
O01_softmax_ewma_vote_hl20,2024-11-14,2,7284,盟和産業,0.0,-0.5897219882055604,0.17996009415498565
O02_equal_vote_control,2024-11-14,1,7083,ＡＨＣグループ,0.0,-1.743745261561791,0.24999999999999997
O02_equal_vote_control,2024-11-14,2,6407,ＣＫＤ,1.0,0.0800640512409911,0.21428571428571427
O03_follow_leader_hl20,2024-11-14,1,7284,盟和産業,0.0,-0.5897219882055604,
O03_follow_leader_hl20,2024-11-14,2,6193,バーチャレクス・ホールディングス,1.0,0.1328021248339972,
C00_daily_rank_ridge,2024-11-14,1,7284,盟和産業,0.0,-0.5897219882055604,
C00_daily_rank_ridge,2024-11-14,2,6193,バーチャレクス・ホールディングス,1.0,0.1328021248339972,
O01_softmax_ewma_vote_hl20,2024-11-15,1,9219,ギックス,0.0,-0.6362672322375418,0.31251257487502687
O01_softmax_ewma_vote_hl20,2024-11-15,2,7083,ＡＨＣグループ,0.0,-0.7662835249042099,0.2212834724591
O02_equal_vote_control,2024-11-15,1,9219,ギックス,0.0,-0.6362672322375418,0.21428571428571427
O02_equal_vote_control,2024-11-15,2,9416,ビジョン,0.0,-3.301540719002205,0.21428571428571427
O03_follow_leader_hl20,2024-11-15,1,9219,ギックス,0.0,-0.6362672322375418,
O03_follow_leader_hl20,2024-11-15,2,7083,ＡＨＣグループ,0.0,-0.7662835249042099,
C00_daily_rank_ridge,2024-11-15,1,9219,ギックス,0.0,-0.6362672322375418,
C00_daily_rank_ridge,2024-11-15,2,7083,ＡＨＣグループ,0.0,-0.7662835249042099,
O01_softmax_ewma_vote_hl20,2024-11-18,1,4346,ＮＥＸＹＺ．Ｇｒｏｕｐ,1.0,1.4598540145985384,0.4454016521260301
O01_softmax_ewma_vote_hl20,2024-11-18,2,4387,ＺＵＵ,0.0,-0.2902757619738794,0.37239500085633803
O02_equal_vote_control,2024-11-18,1,4346,ＮＥＸＹＺ．Ｇｒｏｕｐ,1.0,1.4598540145985384,0.4999999999999999
O02_equal_vote_control,2024-11-18,2,4387,ＺＵＵ,0.0,-0.2902757619738794,0.24999999999999994
O03_follow_leader_hl20,2024-11-18,1,4387,ＺＵＵ,0.0,-0.2902757619738794,
O03_follow_leader_hl20,2024-11-18,2,4346,ＮＥＸＹＺ．Ｇｒｏｕｐ,1.0,1.4598540145985384,
C00_daily_rank_ridge,2024-11-18,1,4387,ＺＵＵ,0.0,-0.2902757619738794,
C00_daily_rank_ridge,2024-11-18,2,4346,ＮＥＸＹＺ．Ｇｒｏｕｐ,1.0,1.4598540145985384,
O01_softmax_ewma_vote_hl20,2024-11-19,1,7815,東京ボード⼯業,1.0,1.4999999999999902,0.49382631502643465
O01_softmax_ewma_vote_hl20,2024-11-19,2,3192,白鳩,0.0,-5.172413793103448,0.21759261247792422
O02_equal_vote_control,2024-11-19,1,7815,東京ボード⼯業,1.0,1.4999999999999902,0.3928571428571428
O02_equal_vote_control,2024-11-19,2,3192,白鳩,0.0,-5.172413793103448,0.2857142857142857
O03_follow_leader_hl20,2024-11-19,1,7815,東京ボード⼯業,1.0,1.4999999999999902,
O03_follow_leader_hl20,2024-11-19,2,7426,山大,1.0,1.0000000000000009,
C00_daily_rank_ridge,2024-11-19,1,7815,東京ボード⼯業,1.0,1.4999999999999902,
C00_daily_rank_ridge,2024-11-19,2,7426,山大,1.0,1.0000000000000009,
O01_softmax_ewma_vote_hl20,2024-11-20,1,8938,グローム・ホールディングス,0.0,-2.5740025740025763,0.4894833194037807
O01_softmax_ewma_vote_hl20,2024-11-20,2,6656,インスペック,0.0,-7.667731629392971,0.16778372663906155
O02_equal_vote_control,2024-11-20,1,8938,グローム・ホールディングス,0.0,-2.5740025740025763,0.3214285714285714
O02_equal_vote_control,2024-11-20,2,6656,インスペック,0.0,-7.667731629392971,0.2857142857142857
O03_follow_leader_hl20,2024-11-20,1,8938,グローム・ホールディングス,0.0,-2.5740025740025763,
O03_follow_leader_hl20,2024-11-20,2,4398,ブロードバンドセキュリティ,0.0,-1.813297515110812,
C00_daily_rank_ridge,2024-11-20,1,8938,グローム・ホールディングス,0.0,-2.5740025740025763,
C00_daily_rank_ridge,2024-11-20,2,4398,ブロードバンドセキュリティ,0.0,-1.813297515110812,
O01_softmax_ewma_vote_hl20,2024-11-21,1,8938,グローム・ホールディングス,1.0,1.7287234042553168,0.7001419410198088
O01_softmax_ewma_vote_hl20,2024-11-21,2,4398,ブロードバンドセキュリティ,1.0,1.7699115044247815,0.2069347209406958
O02_equal_vote_control,2024-11-21,1,8938,グローム・ホールディングス,1.0,1.7287234042553168,0.5357142857142856
