date,model_rank,code,name,oc_return_pct,forced_slot_net_pct,anchor_model_score,anchor_score_tail_z,local_margin_iqr,family_top2_vote_rate,family_rank_percentile_std,prior_selection_count_5,last_selected_net_pct,trade_decision,error_types,high_confidence_tail_z_threshold
2024-08-02,1,7046,ＴＤＳＥ,-8.113207547169809,-8.313207547169808,0.5565164830748498,3.1551932775528555,0.2710004290684411,0.5,0.08496429941631034,0.0,,,catastrophic_loss,3.525287681938722
2024-08-02,2,8938,グローム・ホールディングス,-4.021447721179627,-4.2214477211796275,0.5520317298079036,2.8841928484844144,0.10903825541002224,0.25,0.08544130497006171,1.0,-4.633497536945808,,repeat_loss,3.525287681938722
2024-08-05,1,7046,ＴＤＳＥ,-10.760953112990013,-10.960953112990012,0.5676560841287248,3.0800805623810765,0.30816851746020024,0.5,0.23433147270290147,1.0,-8.313207547169808,,"catastrophic_loss,repeat_loss",3.525287681938722
2024-08-05,2,9996,サトー商会,8.002602472348741,7.802602472348741,0.5619384212415612,2.7719120449208763,0.19770497928780006,0.25,0.06443224619070506,0.0,,,large_win,3.525287681938722
2024-08-06,1,7035,ａｎｄ ｆａｃｔｏｒｙ,-7.8767123287671215,-8.07671232876712,0.6168132798571273,2.8260609780767516,0.24484872384143228,0.5,0.02103900361017078,0.0,,,catastrophic_loss,3.525287681938722
2024-08-07,2,7782,シンシア,6.02739726027397,5.82739726027397,0.5586813041183202,2.866693702011719,0.19712792423374365,0.5,0.24484492681179307,0.0,,,large_win,3.525287681938722
2024-08-16,1,7043,アルー,-0.4987531172069848,-0.6987531172069847,0.5538161754434453,3.8475998986795097,0.7278154083193069,0.5,0.059413992851654725,1.0,3.209090909090917,,high_confidence_loss,3.525287681938722
2024-08-19,1,7043,アルー,-0.5031446540880502,-0.7031446540880502,0.5422420095196777,3.183887253167519,0.4351498167072221,0.5,0.08428831660165162,2.0,-0.6987531172069847,,repeat_loss,3.525287681938722
2024-08-20,1,7043,アルー,-0.37641154328732496,-0.5764115432873249,0.5424975718868895,3.001764849891959,0.5236430993295449,0.75,0.07684847788298661,3.0,-0.7031446540880502,,repeat_loss,3.525287681938722
2024-08-23,1,7043,アルー,-1.4981273408239737,-1.6981273408239737,0.5341917401635213,2.528675663136736,0.1550924132943062,0.5,0.16987082516744134,5.0,-0.5778337531486153,,repeat_loss,3.525287681938722
2024-08-28,1,187A,サムティホールディングス,0.03785011355033063,-0.16214988644966938,0.5679017987413465,4.383851331709192,1.4611515766866858,0.5,0.3336021363660565,0.0,,,high_confidence_loss,3.525287681938722
2024-08-28,2,4445,リビン・テクノロジーズ,0.0,-0.2,0.5444458944059263,2.922699755022506,0.04016468856816679,0.25,0.005307692384468591,1.0,-0.2,,repeat_loss,3.525287681938722
2024-08-29,1,3991,ウォンテッドリー,-1.8092105263157854,-2.0092105263157856,0.5558029021884645,3.390150560761016,0.25919669754431784,0.5,0.05222343113005282,1.0,-0.03619983619984596,,repeat_loss,3.525287681938722
2024-08-30,1,3991,ウォンテッドリー,-0.42016806722688926,-0.6201680672268892,0.5556385411531881,3.3483353952161825,0.37068168350164465,0.75,0.04361068968826477,2.0,-2.0092105263157856,,repeat_loss,3.525287681938722
2024-09-04,1,2962,テクニスコ,-2.7888446215139417,-2.988844621513942,0.5615511121122826,2.7987486658471497,0.3665630088055439,0.25,0.005750543858197806,1.0,-2.7490196078431395,,repeat_loss,3.525287681938722
2024-09-05,1,189A,Ｄ＆Ｍカンパニー,0.11428571428571122,-0.0857142857142888,0.6003318281888281,4.600637790437712,1.7576771811216756,0.5,0.07999275844034272,0.0,,,high_confidence_loss,3.525287681938722
2024-09-10,1,9307,杉村倉庫,-1.1345218800648316,-1.3345218800648315,0.5680596266903909,3.5318010285719703,0.6775613470163694,0.5,0.33793029804145636,0.0,,,high_confidence_loss,3.525287681938722
2024-09-18,1,196A,ＭＦＳ,-1.538461538461533,-1.738461538461533,0.6097474811573123,4.406315738426314,1.8257379084131904,0.25,0.004431787060785581,0.0,,,high_confidence_loss,3.525287681938722
2024-09-18,2,3653,モルフォ,-5.727554179566563,-5.927554179566563,0.5691904098198641,2.580577830013124,0.056365925691356136,0.5,0.4226710615540957,0.0,,,catastrophic_loss,3.525287681938722
2024-09-26,1,7878,光・彩,-5.873015873015874,-6.0730158730158745,0.5836723688751954,4.028845235788332,0.8308937813266233,0.5,0.42595065445309493,0.0,,,"catastrophic_loss,high_confidence_loss",3.525287681938722
2024-09-30,2,3224,ゼネラル・オイスター,-0.12484394506866447,-0.3248439450686645,0.5525277231646197,2.5570894748422712,0.12779357681528553,0.5,0.3575776028841353,1.0,-0.32195121951219524,,repeat_loss,3.525287681938722
2024-10-10,1,9236,ジャパンＭ＆Ａソリューション,0.0,-0.2,0.5628745346128636,3.5939620328213167,0.9098335710341008,0.5,0.05612620016128124,2.0,3.0921810699588548,,high_confidence_loss,3.525287681938722
2024-10-17,1,4429,リックソフト,-7.692307692307687,-7.892307692307687,0.5537811831700563,3.1213671721018463,0.18080740469273038,0.25,0.11582082809079115,0.0,,,catastrophic_loss,3.525287681938722
2024-10-18,1,4429,リックソフト,-2.2346368715083775,-2.4346368715083777,0.5750676081323192,3.962647957514386,1.4931995736180295,0.5,0.04303030841270572,1.0,-7.892307692307687,,"high_confidence_loss,repeat_loss",3.525287681938722
2024-10-28,1,4811,ドリーム・アーツ,6.919396393080612,6.719396393080612,0.556447695956469,2.5938626149404236,0.021071980485079963,0.25,0.01715224323843121,0.0,,,large_win,3.525287681938722
2024-10-30,1,4612,日本ペイントホールディングス,-0.7569386038687953,-0.9569386038687953,0.5600291506070074,3.6592862616152155,0.22584499913584627,0.5,0.42406151720024376,0.0,,,high_confidence_loss,3.525287681938722
2024-10-30,2,4598,Ｄｅｌｔａ−Ｆｌｙ Ｐｈａｒｍａ,5.162523900573612,4.962523900573612,0.5560173498516477,3.433441262479369,0.7382619843360779,0.5,0.24863462398718258,0.0,,,large_win,3.525287681938722
2024-10-31,1,3529,アツギ,9.394313967861567,9.194313967861568,0.564933013168196,4.011286696925893,0.3331892160809682,0.25,0.08366592188457649,0.0,,,large_win,3.525287681938722
2024-10-31,2,7376,ＢＣＣ,0.0,-0.2,0.5592075858977317,3.678097480844925,0.9057512969187215,0.25,0.005288102112266219,0.0,,,high_confidence_loss,3.525287681938722
