feature_set,portfolio_top_k,date,code,name,model_rank,model_score,label,oc_return_pct,outcome_observed,source_complete,universe_source_complete,universe_source_date,tdnet_any,tdnet_positive,tdnet_negative
baseline_12,1,2025-01-06,4267,ライトワークス,1,0.5380260783637861,0.0,0.0,True,True,True,2024-12-30,0.0,0.0,0.0
baseline_12,1,2025-01-07,6226,守⾕輸送機⼯業,1,0.537493761212072,1.0,0.039308176100627534,True,True,True,2025-01-06,0.0,0.0,0.0
baseline_12,1,2025-01-08,5161,⻄川ゴム⼯業,1,0.5298462704742277,1.0,0.6263982102908239,True,True,True,2025-01-07,0.0,0.0,0.0
baseline_12,1,2025-01-09,9362,兵機海運,1,0.5343384795776746,1.0,1.715039577836408,True,True,True,2025-01-08,0.0,0.0,0.0
baseline_12,1,2025-01-10,7730,マニー,1,0.545663992114846,0.0,-2.0689655172413834,True,True,True,2025-01-09,0.0,0.0,0.0
baseline_12,1,2025-01-14,4783,ＮＣＤ,1,0.5335528750483667,1.0,2.5123715264560254,True,True,True,2025-01-10,0.0,0.0,0.0
baseline_12,1,2025-01-15,6857,アドバンテスト,1,0.5349031909300738,0.0,-3.2258064516129004,True,True,True,2025-01-14,0.0,0.0,0.0
baseline_12,1,2025-01-16,4429,リックソフト,1,0.562251029121439,0.0,-4.30622009569378,True,True,True,2025-01-15,0.0,0.0,0.0
baseline_12,1,2025-01-17,3238,セントラル総合開発,1,0.5345035310703368,0.0,-0.20920502092049986,True,True,True,2025-01-16,0.0,0.0,0.0
baseline_12,1,2025-01-20,3976,シャノン,1,0.5356570945827979,1.0,3.5196687370600444,True,True,True,2025-01-17,0.0,0.0,0.0
baseline_12,1,2025-01-21,4267,ライトワークス,1,0.5326510870121706,1.0,0.7148530579825341,True,True,True,2025-01-20,0.0,0.0,0.0
baseline_12,1,2025-01-22,4267,ライトワークス,1,0.5362431842017902,1.0,2.2961203483768733,True,True,True,2025-01-21,0.0,0.0,0.0
baseline_12,1,2025-01-23,5851,リョービ,1,0.5349366609037962,0.0,-0.8646779074794608,True,True,True,2025-01-22,1.0,0.0,0.0
baseline_12,1,2025-01-24,7205,日野自動車,1,0.5411913712385397,0.0,-0.738007380073813,True,True,True,2025-01-23,0.0,0.0,0.0
baseline_12,1,2025-01-27,8066,三⾕商事,1,0.5356369892892837,0.0,-3.121951219512198,True,True,True,2025-01-24,0.0,0.0,0.0
baseline_12,1,2025-01-28,8066,三⾕商事,1,0.5427698869080547,1.0,1.1657374556512945,True,True,True,2025-01-27,0.0,0.0,0.0
baseline_12,1,2025-01-29,4272,日本化薬,1,0.5369174297072423,0.0,-0.27407987470634554,True,True,True,2025-01-28,0.0,0.0,0.0
baseline_12,1,2025-01-30,4267,ライトワークス,1,0.547879794963033,1.0,0.897226753670477,True,True,True,2025-01-29,0.0,0.0,0.0
baseline_12,1,2025-01-31,4267,ライトワークス,1,0.5441865784840124,1.0,2.3443815683104274,True,True,True,2025-01-30,0.0,0.0,0.0
baseline_12,1,2025-02-03,6547,グリーンズ,1,0.5449475058498301,1.0,0.7669365146996121,True,True,True,2025-01-31,0.0,0.0,0.0
baseline_12,1,2025-02-04,4267,ライトワークス,1,0.5507823421888163,1.0,1.5322580645161343,True,True,True,2025-02-03,0.0,0.0,0.0
baseline_12,1,2025-02-05,4267,ライトワークス,1,0.5478215357425908,1.0,3.494837172359011,True,True,True,2025-02-04,0.0,0.0,0.0
baseline_12,1,2025-02-06,6547,グリーンズ,1,0.5453407670806601,1.0,2.365308804205002,True,True,True,2025-02-05,0.0,0.0,0.0
baseline_12,1,2025-02-07,4267,ライトワークス,1,0.5510300420974485,1.0,0.6304176516942483,True,True,True,2025-02-06,0.0,0.0,0.0
baseline_12,1,2025-02-10,4267,ライトワークス,1,0.5495145988856789,1.0,3.6632891660171474,True,True,True,2025-02-07,0.0,0.0,0.0
baseline_12,1,2025-02-12,4783,ＮＣＤ,1,0.5634646540226506,1.0,1.0204081632652962,True,True,True,2025-02-10,0.0,0.0,0.0
baseline_12,1,2025-02-13,3402,東レ,1,0.5503521815013463,0.0,-0.24449877750610804,True,True,True,2025-02-12,1.0,0.0,0.0
baseline_12,1,2025-02-14,2120,ＬＩＦＵＬＬ,1,0.5538080789389777,1.0,1.1111111111111072,True,True,True,2025-02-13,0.0,0.0,0.0
baseline_12,1,2025-02-17,4267,ライトワークス,1,0.556686176514274,1.0,3.5450516986706093,True,True,True,2025-02-14,0.0,0.0,0.0
baseline_12,1,2025-02-18,3238,セントラル総合開発,1,0.544620992293832,1.0,1.0845986984815648,True,True,True,2025-02-17,0.0,0.0,0.0
baseline_12,1,2025-02-19,4267,ライトワークス,1,0.5446610507217834,1.0,1.1251758087201136,True,True,True,2025-02-18,0.0,0.0,0.0
baseline_12,1,2025-02-20,4267,ライトワークス,1,0.541086438365692,1.0,1.1716057891109521,True,True,True,2025-02-19,0.0,0.0,0.0
baseline_12,1,2025-02-21,4267,ライトワークス,1,0.5421371078589712,1.0,1.4685314685314754,True,True,True,2025-02-20,0.0,0.0,0.0
baseline_12,1,2025-02-25,4267,ライトワークス,1,0.5476324445701026,1.0,2.557014512785072,True,True,True,2025-02-21,0.0,0.0,0.0
baseline_12,1,2025-02-26,7043,アルー,1,0.5469306919351345,0.0,-0.14224751066855834,True,True,True,2025-02-25,0.0,0.0,0.0
baseline_12,1,2025-02-27,4267,ライトワークス,1,0.5474582862517987,0.0,-1.888020833333337,True,True,True,2025-02-26,0.0,0.0,0.0
baseline_12,1,2025-02-28,4267,ライトワークス,1,0.5509294039990257,0.0,-0.9986684420772329,True,True,True,2025-02-27,0.0,0.0,0.0
baseline_12,1,2025-03-03,7043,アルー,1,0.5490957301641848,0.0,0.0,True,True,True,2025-02-28,0.0,0.0,0.0
baseline_12,1,2025-03-04,4267,ライトワークス,1,0.5482678802638254,0.0,-1.4814814814814836,True,True,True,2025-03-03,0.0,0.0,0.0
baseline_12,1,2025-03-05,7043,アルー,1,0.5496451657878532,0.0,-2.2253129346314293,True,True,True,2025-03-04,0.0,0.0,0.0
baseline_12,1,2025-03-06,7043,アルー,1,0.5509518433108472,0.0,0.0,True,True,True,2025-03-05,0.0,0.0,0.0
baseline_12,1,2025-03-07,4783,ＮＣＤ,1,0.5459131545719834,0.0,-4.134650567142339,True,True,True,2025-03-06,0.0,0.0,0.0
baseline_12,1,2025-03-10,4783,ＮＣＤ,1,0.5571387674465327,0.0,-0.03844675124952124,True,True,True,2025-03-07,0.0,0.0,0.0
baseline_12,1,2025-03-11,4783,ＮＣＤ,1,0.5472238895073158,1.0,3.0604133545309997,True,True,True,2025-03-10,0.0,0.0,0.0
baseline_12,1,2025-03-12,9312,ケイヒン,1,0.5446377122887096,0.0,-0.39113428943937656,True,True,True,2025-03-11,0.0,0.0,0.0
baseline_12,1,2025-03-13,4783,ＮＣＤ,1,0.5450915261182806,0.0,-2.5522041763341052,True,True,True,2025-03-12,0.0,0.0,0.0
baseline_12,1,2025-03-14,4783,ＮＣＤ,1,0.5495495337881353,1.0,0.674870980547837,True,True,True,2025-03-13,0.0,0.0,0.0
baseline_12,1,2025-03-17,4356,応用技術,1,0.5473242652496277,1.0,0.25706940874035134,True,True,True,2025-03-14,0.0,0.0,0.0
baseline_12,1,2025-03-18,4356,応用技術,1,0.5462094577898148,1.0,0.3205128205128194,True,True,True,2025-03-17,0.0,0.0,0.0
baseline_12,1,2025-03-19,7266,今仙電機製作所,1,0.5470547020621316,1.0,3.703703703703698,True,True,True,2025-03-18,0.0,0.0,0.0
baseline_12,1,2025-03-21,4356,応用技術,1,0.5488562565262214,0.0,-0.32030749519538215,True,True,True,2025-03-19,0.0,0.0,0.0
baseline_12,1,2025-03-24,4356,応用技術,1,0.5494191252794058,0.0,-0.25889967637540146,True,True,True,2025-03-21,0.0,0.0,0.0
baseline_12,1,2025-03-25,7043,アルー,1,0.5531016855471745,1.0,3.6308623298033194,True,True,True,2025-03-24,0.0,0.0,0.0
baseline_12,1,2025-03-26,7266,今仙電機製作所,1,0.5443892474766179,1.0,0.45801526717557106,True,True,True,2025-03-25,0.0,0.0,0.0
baseline_12,1,2025-03-27,7266,今仙電機製作所,1,0.5462214945616234,0.0,-1.0703363914373099,True,True,True,2025-03-26,0.0,0.0,0.0
baseline_12,1,2025-03-28,7043,アルー,1,0.5491777999978671,1.0,1.026392961876832,True,True,True,2025-03-27,0.0,0.0,0.0
baseline_12,1,2025-03-31,7813,プラッツ,1,0.5571590676538231,1.0,0.4398826979472137,True,True,True,2025-03-28,0.0,0.0,0.0
baseline_12,2,2025-01-06,4267,ライトワークス,1,0.5380260783637861,0.0,0.0,True,True,True,2024-12-30,0.0,0.0,0.0
baseline_12,2,2025-01-06,6098,リクルートホールディングス,2,0.5360322843791128,0.0,-3.6656236030397804,True,True,True,2024-12-30,0.0,0.0,0.0
baseline_12,2,2025-01-07,6226,守⾕輸送機⼯業,1,0.537493761212072,1.0,0.039308176100627534,True,True,True,2025-01-06,0.0,0.0,0.0
baseline_12,2,2025-01-07,6098,リクルートホールディングス,2,0.5373984338714304,1.0,0.9417040358744355,True,True,True,2025-01-06,1.0,0.0,0.0
baseline_12,2,2025-01-08,5161,⻄川ゴム⼯業,1,0.5298462704742277,1.0,0.6263982102908239,True,True,True,2025-01-07,0.0,0.0,0.0
baseline_12,2,2025-01-08,9362,兵機海運,2,0.5289178763365254,0.0,-0.3942181340341633,True,True,True,2025-01-07,1.0,0.0,0.0
baseline_12,2,2025-01-09,9362,兵機海運,1,0.5343384795776746,1.0,1.715039577836408,True,True,True,2025-01-08,0.0,0.0,0.0
baseline_12,2,2025-01-09,7205,日野自動車,2,0.5336747838795778,0.0,-2.6848105921294385,True,True,True,2025-01-08,0.0,0.0,0.0
baseline_12,2,2025-01-10,7730,マニー,1,0.545663992114846,0.0,-2.0689655172413834,True,True,True,2025-01-09,0.0,0.0,0.0
baseline_12,2,2025-01-10,7205,日野自動車,2,0.5351141505384936,0.0,-2.3075468129374,True,True,True,2025-01-09,0.0,0.0,0.0
baseline_12,2,2025-01-14,4783,ＮＣＤ,1,0.5335528750483667,1.0,2.5123715264560254,True,True,True,2025-01-10,0.0,0.0,0.0
baseline_12,2,2025-01-14,1803,清水建設,2,0.5323167176411139,0.0,-0.35545023696682554,True,True,True,2025-01-10,0.0,0.0,0.0
baseline_12,2,2025-01-15,6857,アドバンテスト,1,0.5349031909300738,0.0,-3.2258064516129004,True,True,True,2025-01-14,0.0,0.0,0.0
baseline_12,2,2025-01-15,4343,イオンファンタジー,2,0.5345838780467647,1.0,1.1829652996845352,True,True,True,2025-01-14,0.0,0.0,0.0
baseline_12,2,2025-01-16,4429,リックソフト,1,0.562251029121439,0.0,-4.30622009569378,True,True,True,2025-01-15,0.0,0.0,0.0
baseline_12,2,2025-01-16,245A,ＩＮＧＳ,2,0.5513323327172235,0.0,-6.5424806905951876,True,True,True,2025-01-15,0.0,0.0,0.0
baseline_12,2,2025-01-17,3238,セントラル総合開発,1,0.5345035310703368,0.0,-0.20920502092049986,True,True,True,2025-01-16,0.0,0.0,0.0
baseline_12,2,2025-01-17,8141,新光商事,2,0.5315086343936611,0.0,-0.3894839337877265,True,True,True,2025-01-16,0.0,0.0,0.0
baseline_12,2,2025-01-20,3976,シャノン,1,0.5356570945827979,1.0,3.5196687370600444,True,True,True,2025-01-17,0.0,0.0,0.0
baseline_12,2,2025-01-20,2986,ＬＡホールディングス,2,0.5327031062356138,1.0,4.496402877697836,True,True,True,2025-01-17,0.0,0.0,0.0
baseline_12,2,2025-01-21,4267,ライトワークス,1,0.5326510870121706,1.0,0.7148530579825341,True,True,True,2025-01-20,0.0,0.0,0.0
baseline_12,2,2025-01-21,3238,セントラル総合開発,2,0.5291028060883021,1.0,1.7057569296375252,True,True,True,2025-01-20,0.0,0.0,0.0
baseline_12,2,2025-01-22,4267,ライトワークス,1,0.5362431842017902,1.0,2.2961203483768733,True,True,True,2025-01-21,0.0,0.0,0.0
baseline_12,2,2025-01-22,8066,三⾕商事,2,0.533382263910539,1.0,0.33653846153847145,True,True,True,2025-01-21,0.0,0.0,0.0
baseline_12,2,2025-01-23,5851,リョービ,1,0.5349366609037962,0.0,-0.8646779074794608,True,True,True,2025-01-22,1.0,0.0,0.0
baseline_12,2,2025-01-23,8066,三⾕商事,2,0.532516569027007,1.0,0.6366307541625815,True,True,True,2025-01-22,0.0,0.0,0.0
baseline_12,2,2025-01-24,7205,日野自動車,1,0.5411913712385397,0.0,-0.738007380073813,True,True,True,2025-01-23,0.0,0.0,0.0
baseline_12,2,2025-01-24,8066,三⾕商事,2,0.5373454254809579,1.0,0.048661800486615725,True,True,True,2025-01-23,0.0,0.0,0.0
baseline_12,2,2025-01-27,8066,三⾕商事,1,0.5356369892892837,0.0,-3.121951219512198,True,True,True,2025-01-24,0.0,0.0,0.0
baseline_12,2,2025-01-27,5851,リョービ,2,0.5343598740237261,0.0,-0.04347826086956719,True,True,True,2025-01-24,0.0,0.0,0.0
baseline_12,2,2025-01-28,8066,三⾕商事,1,0.5427698869080547,1.0,1.1657374556512945,True,True,True,2025-01-27,0.0,0.0,0.0
baseline_12,2,2025-01-28,4267,ライトワークス,2,0.5359908589339644,1.0,2.499999999999991,True,True,True,2025-01-27,0.0,0.0,0.0
baseline_12,2,2025-01-29,4272,日本化薬,1,0.5369174297072423,0.0,-0.27407987470634554,True,True,True,2025-01-28,0.0,0.0,0.0
baseline_12,2,2025-01-29,6875,メガチップス,2,0.5362491167400789,1.0,0.8561643835616417,True,True,True,2025-01-28,0.0,0.0,0.0
baseline_12,2,2025-01-30,4267,ライトワークス,1,0.547879794963033,1.0,0.897226753670477,True,True,True,2025-01-29,0.0,0.0,0.0
baseline_12,2,2025-01-30,8066,三⾕商事,2,0.5426258527781244,1.0,1.2506513809275699,True,True,True,2025-01-29,0.0,0.0,0.0
baseline_12,2,2025-01-31,4267,ライトワークス,1,0.5441865784840124,1.0,2.3443815683104274,True,True,True,2025-01-30,0.0,0.0,0.0
baseline_12,2,2025-01-31,2997,ストレージ王,2,0.5421759065724436,0.0,-1.6913319238900604,True,True,True,2025-01-30,0.0,0.0,0.0
baseline_12,2,2025-02-03,6547,グリーンズ,1,0.5449475058498301,1.0,0.7669365146996121,True,True,True,2025-01-31,0.0,0.0,0.0
baseline_12,2,2025-02-03,4267,ライトワークス,2,0.5445452750709473,1.0,1.2244897959183598,True,True,True,2025-01-31,0.0,0.0,0.0
baseline_12,2,2025-02-04,4267,ライトワークス,1,0.5507823421888163,1.0,1.5322580645161343,True,True,True,2025-02-03,0.0,0.0,0.0
baseline_12,2,2025-02-04,7806,ＭＴＧ,2,0.5440326370107017,0.0,-1.488569909622539,True,True,True,2025-02-03,0.0,0.0,0.0
baseline_12,2,2025-02-05,4267,ライトワークス,1,0.5478215357425908,1.0,3.494837172359011,True,True,True,2025-02-04,0.0,0.0,0.0
baseline_12,2,2025-02-05,6547,グリーンズ,2,0.5442077751634352,0.0,-2.719932001699954,True,True,True,2025-02-04,0.0,0.0,0.0
baseline_12,2,2025-02-06,6547,グリーンズ,1,0.5453407670806601,1.0,2.365308804205002,True,True,True,2025-02-05,0.0,0.0,0.0
baseline_12,2,2025-02-06,4267,ライトワークス,2,0.5439812092734922,0.0,-1.8461538461538418,True,True,True,2025-02-05,0.0,0.0,0.0
baseline_12,2,2025-02-07,4267,ライトワークス,1,0.5510300420974485,1.0,0.6304176516942483,True,True,True,2025-02-06,0.0,0.0,0.0
baseline_12,2,2025-02-07,3800,ユニリタ,2,0.5390651712363049,1.0,0.7049345417925457,True,True,True,2025-02-06,0.0,0.0,0.0
baseline_12,2,2025-02-10,4267,ライトワークス,1,0.5495145988856789,1.0,3.6632891660171474,True,True,True,2025-02-07,0.0,0.0,0.0
baseline_12,2,2025-02-10,9159,Ｗ ＴＯＫＹＯ,2,0.5419111994332547,0.0,-2.0061728395061706,True,True,True,2025-02-07,0.0,0.0,0.0
baseline_12,2,2025-02-12,4783,ＮＣＤ,1,0.5634646540226506,1.0,1.0204081632652962,True,True,True,2025-02-10,0.0,0.0,0.0
baseline_12,2,2025-02-12,4404,ミヨシ油脂,2,0.5443595041918141,1.0,0.7936507936507908,True,True,True,2025-02-10,1.0,0.0,0.0
baseline_12,2,2025-02-13,3402,東レ,1,0.5503521815013463,0.0,-0.24449877750610804,True,True,True,2025-02-12,1.0,0.0,0.0
baseline_12,2,2025-02-13,4267,ライトワークス,2,0.5492352754722459,1.0,3.502235469448589,True,True,True,2025-02-12,0.0,0.0,0.0
baseline_12,2,2025-02-14,2120,ＬＩＦＵＬＬ,1,0.5538080789389777,1.0,1.1111111111111072,True,True,True,2025-02-13,0.0,0.0,0.0
baseline_12,2,2025-02-14,3238,セントラル総合開発,2,0.5447115573703811,0.0,-0.6263048016701411,True,True,True,2025-02-13,0.0,0.0,0.0
baseline_12,2,2025-02-17,4267,ライトワークス,1,0.556686176514274,1.0,3.5450516986706093,True,True,True,2025-02-14,0.0,0.0,0.0
baseline_12,2,2025-02-17,5851,リョービ,2,0.5480869267944751,1.0,2.207207207207218,True,True,True,2025-02-14,0.0,0.0,0.0
baseline_12,2,2025-02-18,3238,セントラル総合開発,1,0.544620992293832,1.0,1.0845986984815648,True,True,True,2025-02-17,0.0,0.0,0.0
baseline_12,2,2025-02-18,6135,牧野フライス製作所,2,0.5402329128306943,0.0,-0.1680672268907557,True,True,True,2025-02-17,0.0,0.0,0.0
baseline_12,2,2025-02-19,4267,ライトワークス,1,0.5446610507217834,1.0,1.1251758087201136,True,True,True,2025-02-18,0.0,0.0,0.0
baseline_12,2,2025-02-19,3238,セントラル総合開発,2,0.5395851284642603,1.0,0.8639308855291628,True,True,True,2025-02-18,0.0,0.0,0.0
baseline_12,2,2025-02-20,4267,ライトワークス,1,0.541086438365692,1.0,1.1716057891109521,True,True,True,2025-02-19,0.0,0.0,0.0
baseline_12,2,2025-02-20,3238,セントラル総合開発,2,0.5409451127388583,0.0,-0.21505376344086446,True,True,True,2025-02-19,0.0,0.0,0.0
baseline_12,2,2025-02-21,4267,ライトワークス,1,0.5421371078589712,1.0,1.4685314685314754,True,True,True,2025-02-20,0.0,0.0,0.0
baseline_12,2,2025-02-21,7043,アルー,2,0.5411526125614896,1.0,0.14326647564470996,True,True,True,2025-02-20,0.0,0.0,0.0
baseline_12,2,2025-02-25,4267,ライトワークス,1,0.5476324445701026,1.0,2.557014512785072,True,True,True,2025-02-21,0.0,0.0,0.0
baseline_12,2,2025-02-25,7043,アルー,2,0.5469155950219079,1.0,0.4285714285714226,True,True,True,2025-02-21,0.0,0.0,0.0
baseline_12,2,2025-02-26,7043,アルー,1,0.5469306919351345,0.0,-0.14224751066855834,True,True,True,2025-02-25,0.0,0.0,0.0
baseline_12,2,2025-02-26,3359,ｃｏｔｔａ,2,0.5436942378253097,0.0,-4.793028322440085,True,True,True,2025-02-25,0.0,0.0,0.0
baseline_12,2,2025-02-27,4267,ライトワークス,1,0.5474582862517987,0.0,-1.888020833333337,True,True,True,2025-02-26,0.0,0.0,0.0
baseline_12,2,2025-02-27,7043,アルー,2,0.5449633886884127,1.0,0.8595988538681931,True,True,True,2025-02-26,0.0,0.0,0.0
baseline_12,2,2025-02-28,4267,ライトワークス,1,0.5509294039990257,0.0,-0.9986684420772329,True,True,True,2025-02-27,0.0,0.0,0.0
baseline_12,2,2025-02-28,7043,アルー,2,0.5469938051565253,1.0,0.5706134094151105,True,True,True,2025-02-27,0.0,0.0,0.0
baseline_12,2,2025-03-03,7043,アルー,1,0.5490957301641848,0.0,0.0,True,True,True,2025-02-28,0.0,0.0,0.0
baseline_12,2,2025-03-03,4267,ライトワークス,2,0.5464423369425324,0.0,-4.023746701846964,True,True,True,2025-02-28,0.0,0.0,0.0
baseline_12,2,2025-03-04,4267,ライトワークス,1,0.5482678802638254,0.0,-1.4814814814814836,True,True,True,2025-03-03,0.0,0.0,0.0
baseline_12,2,2025-03-04,7043,アルー,2,0.5477410349253425,1.0,0.5714285714285783,True,True,True,2025-03-03,0.0,0.0,0.0
baseline_12,2,2025-03-05,7043,アルー,1,0.5496451657878532,0.0,-2.2253129346314293,True,True,True,2025-03-04,0.0,0.0,0.0
baseline_12,2,2025-03-05,4783,ＮＣＤ,2,0.5428240842990286,1.0,0.43494019572309917,True,True,True,2025-03-04,0.0,0.0,0.0
baseline_12,2,2025-03-06,7043,アルー,1,0.5509518433108472,0.0,0.0,True,True,True,2025-03-05,0.0,0.0,0.0
baseline_12,2,2025-03-06,4783,ＮＣＤ,2,0.5455849204116249,0.0,-0.9352517985611541,True,True,True,2025-03-05,0.0,0.0,0.0
baseline_12,2,2025-03-07,4783,ＮＣＤ,1,0.5459131545719834,0.0,-4.134650567142339,True,True,True,2025-03-06,0.0,0.0,0.0
baseline_12,2,2025-03-07,7043,アルー,2,0.5437927483757095,0.0,0.0,True,True,True,2025-03-06,0.0,0.0,0.0
baseline_12,2,2025-03-10,4783,ＮＣＤ,1,0.5571387674465327,0.0,-0.03844675124952124,True,True,True,2025-03-07,0.0,0.0,0.0
baseline_12,2,2025-03-10,7043,アルー,2,0.5418619063320125,0.0,0.0,True,True,True,2025-03-07,0.0,0.0,0.0
baseline_12,2,2025-03-11,4783,ＮＣＤ,1,0.5472238895073158,1.0,3.0604133545309997,True,True,True,2025-03-10,0.0,0.0,0.0
baseline_12,2,2025-03-11,4267,ライトワークス,2,0.5457524017106021,1.0,0.13377926421405117,True,True,True,2025-03-10,0.0,0.0,0.0
baseline_12,2,2025-03-12,9312,ケイヒン,1,0.5446377122887096,0.0,-0.39113428943937656,True,True,True,2025-03-11,0.0,0.0,0.0
baseline_12,2,2025-03-12,4267,ライトワークス,2,0.5426502388428688,1.0,1.464713715046595,True,True,True,2025-03-11,0.0,0.0,0.0
baseline_12,2,2025-03-13,4783,ＮＣＤ,1,0.5450915261182806,0.0,-2.5522041763341052,True,True,True,2025-03-12,0.0,0.0,0.0
baseline_12,2,2025-03-13,4356,応用技術,2,0.5447788509860538,1.0,2.1126760563380254,True,True,True,2025-03-12,0.0,0.0,0.0
baseline_12,2,2025-03-14,4783,ＮＣＤ,1,0.5495495337881353,1.0,0.674870980547837,True,True,True,2025-03-13,0.0,0.0,0.0
baseline_12,2,2025-03-14,4267,ライトワークス,2,0.5443780376465792,1.0,2.194148936170204,True,True,True,2025-03-13,0.0,0.0,0.0
baseline_12,2,2025-03-17,4356,応用技術,1,0.5473242652496277,1.0,0.25706940874035134,True,True,True,2025-03-14,0.0,0.0,0.0
baseline_12,2,2025-03-17,9265,ヤマシタヘルスケアホールディングス,2,0.5423289936125525,0.0,-0.5693235097119942,True,True,True,2025-03-14,0.0,0.0,0.0
baseline_12,2,2025-03-18,4356,応用技術,1,0.5462094577898148,1.0,0.3205128205128194,True,True,True,2025-03-17,0.0,0.0,0.0
baseline_12,2,2025-03-18,7345,アイ・パートナーズフィナンシャル,2,0.5439917886257988,0.0,-1.7793594306049876,True,True,True,2025-03-17,0.0,0.0,0.0
baseline_12,2,2025-03-19,7266,今仙電機製作所,1,0.5470547020621316,1.0,3.703703703703698,True,True,True,2025-03-18,0.0,0.0,0.0
baseline_12,2,2025-03-19,4380,Ｍマート,2,0.5465964426902082,1.0,4.847986852917008,True,True,True,2025-03-18,0.0,0.0,0.0
baseline_12,2,2025-03-21,4356,応用技術,1,0.5488562565262214,0.0,-0.32030749519538215,True,True,True,2025-03-19,0.0,0.0,0.0
baseline_12,2,2025-03-21,7043,アルー,2,0.544689157983258,1.0,0.4354136429608024,True,True,True,2025-03-19,0.0,0.0,0.0
baseline_12,2,2025-03-24,4356,応用技術,1,0.5494191252794058,0.0,-0.25889967637540146,True,True,True,2025-03-21,0.0,0.0,0.0
baseline_12,2,2025-03-24,7043,アルー,2,0.5450388565625913,0.0,-1.7777777777777781,True,True,True,2025-03-21,0.0,0.0,0.0
baseline_12,2,2025-03-25,7043,アルー,1,0.5531016855471745,1.0,3.6308623298033194,True,True,True,2025-03-24,0.0,0.0,0.0
baseline_12,2,2025-03-25,8066,三⾕商事,2,0.5472194786175612,0.0,-2.0456707897240745,True,True,True,2025-03-24,0.0,0.0,0.0
baseline_12,2,2025-03-26,7266,今仙電機製作所,1,0.5443892474766179,1.0,0.45801526717557106,True,True,True,2025-03-25,0.0,0.0,0.0
baseline_12,2,2025-03-26,8066,三⾕商事,2,0.5435075701734404,0.0,-0.914780934039483,True,True,True,2025-03-25,0.0,0.0,0.0
baseline_12,2,2025-03-27,7266,今仙電機製作所,1,0.5462214945616234,0.0,-1.0703363914373099,True,True,True,2025-03-26,0.0,0.0,0.0
baseline_12,2,2025-03-27,7043,アルー,2,0.5449762352485001,1.0,0.7320644216691097,True,True,True,2025-03-26,0.0,0.0,0.0
baseline_12,2,2025-03-28,7043,アルー,1,0.5491777999978671,1.0,1.026392961876832,True,True,True,2025-03-27,0.0,0.0,0.0
baseline_12,2,2025-03-28,7266,今仙電機製作所,2,0.5486088132991637,1.0,0.47244094488188004,True,True,True,2025-03-27,0.0,0.0,0.0
baseline_12,2,2025-03-31,7813,プラッツ,1,0.5571590676538231,1.0,0.4398826979472137,True,True,True,2025-03-28,0.0,0.0,0.0
baseline_12,2,2025-03-31,7043,アルー,2,0.5483197686209099,1.0,1.4705882352941124,True,True,True,2025-03-28,0.0,0.0,0.0
baseline_price_shape,1,2025-01-06,4267,ライトワークス,1,0.5402791365869465,0.0,0.0,True,True,True,2024-12-30,0.0,0.0,0.0
baseline_price_shape,1,2025-01-07,5161,⻄川ゴム⼯業,1,0.5388526324702162,0.0,-0.044682752457547714,True,True,True,2025-01-06,0.0,0.0,0.0
baseline_price_shape,1,2025-01-08,5161,⻄川ゴム⼯業,1,0.5347929077477798,1.0,0.6263982102908239,True,True,True,2025-01-07,0.0,0.0,0.0
baseline_price_shape,1,2025-01-09,9362,兵機海運,1,0.5389328687199176,1.0,1.715039577836408,True,True,True,2025-01-08,0.0,0.0,0.0
baseline_price_shape,1,2025-01-10,7730,マニー,1,0.5423861419937711,0.0,-2.0689655172413834,True,True,True,2025-01-09,0.0,0.0,0.0
baseline_price_shape,1,2025-01-14,4783,ＮＣＤ,1,0.5380823541420021,1.0,2.5123715264560254,True,True,True,2025-01-10,0.0,0.0,0.0
baseline_price_shape,1,2025-01-15,9265,ヤマシタヘルスケアホールディングス,1,0.5376880695497414,1.0,0.8260869565217321,True,True,True,2025-01-14,1.0,0.0,0.0
baseline_price_shape,1,2025-01-16,4429,リックソフト,1,0.5602651670265825,0.0,-4.30622009569378,True,True,True,2025-01-15,0.0,0.0,0.0
baseline_price_shape,1,2025-01-17,3238,セントラル総合開発,1,0.5377072143629056,0.0,-0.20920502092049986,True,True,True,2025-01-16,0.0,0.0,0.0
baseline_price_shape,1,2025-01-20,7036,イーエムネットジャパン,1,0.5365035912472854,0.0,0.0,True,True,True,2025-01-17,0.0,0.0,0.0
baseline_price_shape,1,2025-01-21,3238,セントラル総合開発,1,0.5336633648704742,1.0,1.7057569296375252,True,True,True,2025-01-20,0.0,0.0,0.0
baseline_price_shape,1,2025-01-22,8066,三⾕商事,1,0.5372347971309575,1.0,0.33653846153847145,True,True,True,2025-01-21,0.0,0.0,0.0
baseline_price_shape,1,2025-01-23,8066,三⾕商事,1,0.540027317292526,1.0,0.6366307541625815,True,True,True,2025-01-22,0.0,0.0,0.0
baseline_price_shape,1,2025-01-24,8066,三⾕商事,1,0.5438984161979132,1.0,0.048661800486615725,True,True,True,2025-01-23,0.0,0.0,0.0
baseline_price_shape,1,2025-01-27,8066,三⾕商事,1,0.5462969493674079,0.0,-3.121951219512198,True,True,True,2025-01-24,0.0,0.0,0.0
baseline_price_shape,1,2025-01-28,8066,三⾕商事,1,0.5513996031399612,1.0,1.1657374556512945,True,True,True,2025-01-27,0.0,0.0,0.0
